1,1,3010100,15495
1,25,2050000,14814
1,25,2020000,14409
1,25,2090000,11504
1,25,2060000,11343
1,25,2040000,14248
1,25,2080000,14906
1,25,2010100,14116
1,25,2030000,15093
1,25,2010200,11696
1,25,2070000,11837
1,15,98010000,14752
1,15,98020000,14905
1,15,98030000,14753
1,15,98080000,12767
1,15,98050000,14429
1,15,98090000,13973
1,15,98100000,13974
1,15,98130000,13854
1,15,98110000,14016
1,15,98040000,14754
1,15,98120000,14628
1,17,10380000,14680
1,17,10360000,14125
1,17,10350000,13733
1,17,10370000,12044
1,17,10340000,13732
1,43,2150000,13675
1,43,2220000,13668
1,43,2260300,13665
1,43,2240100,13828
1,43,2190000,14235
1,43,2160000,14254
1,43,2240300,13522
1,43,2250200,13826
1,43,2300000,13674
1,43,2180000,14089
1,43,2310000,13162
1,43,2290000,14700
1,43,2170000,13773
1,43,2260100,12874
1,43,2330000,13777
1,43,2210000,13666
1,43,2130000,13772
1,43,2140000,13776
1,43,2250100,13806
1,43,2230000,13667
1,43,2340000,15615
1,43,2200000,14253
1,43,2260400,13296
1,43,2350000,14701
1,43,2530000,15086
1,43,2470000,14868
1,43,2500000,13824
1,43,2510000,15616
1,43,2450200,14088
1,43,2480000,14802
1,43,2540000,15087
1,43,2460000,13825
1,43,2490000,15085
1,43,2520000,13780
1,41,1190100,15463
1,41,1210000,11720
1,43,2010000,15298
1,43,2050000,15535
1,43,2060000,13671
1,41,1180100,15368
1,41,1260000,15486
1,41,1220000,11721
1,41,1240000,12742
1,41,1250000,13823
1,41,1180200,12820
1,41,1200000,12741
1,41,1190200,12397
1,41,1230000,12396
1,43,2040000,13673
1,43,2070000,13669
1,43,2090000,14475
1,43,2110000,13827
1,43,2120000,13770
1,43,2030000,13672
1,43,2080000,14474
1,41,1180300,15408
1,67,97020000,15466
1,69,10080000,13655
1,69,10100000,13653
1,69,10040000,13786
1,69,10020000,14190
1,67,97030000,15761
1,67,97040000,16075
1,67,97010000,15335
1,69,10030000,13784
1,69,10090000,13654
1,69,10060000,13782
1,69,10050000,13781
1,69,10160000,13811
1,69,11040300,13813
1,69,11070000,13336
1,69,11010000,15709
1,69,11040100,13078
1,69,11090000,13338
1,69,10290000,12793
1,69,10210000,13783
1,69,10180000,13688
1,69,11100000,13500
1,69,10110000,13652
1,69,10190000,13809
1,69,10170000,13687
1,69,10200000,14261
1,69,10310000,12791
1,69,10260000,14688
1,69,10300000,12790
1,69,11020200,13461
1,69,11050000,13077
1,69,11060000,15710
1,69,10140000,13689
1,69,10120000,14165
1,69,10280000,12794
1,69,10250000,13787
1,69,11080000,13337
1,69,10270000,12792
1,69,10130000,14166
1,69,10220000,13785
1,69,11020100,14830
1,69,11030000,14694
1,69,11040200,13076
1,69,10230000,14191
1,37,5030000,15455
1,37,5020000,14719
1,37,5090000,11344
1,37,5110000,11940
1,37,5120000,11875
1,37,5130000,15456
1,37,5040000,11870
1,37,5070000,11871
1,37,5080000,11345
1,37,5100000,12284
1,37,5150000,14800
1,37,5060000,13890
1,37,5010000,13980
1,37,5050000,13255
1,37,5140000,13891
1,41,1100000,14000
1,41,1010000,14214
1,41,1080000,15410
1,41,1130400,15409
1,41,1150000,12395
1,41,1120000,13763
1,41,1160100,11723
1,41,1060000,14890
1,41,1160200,15707
1,41,1090000,15084
1,41,1130300,15064
1,41,1160300,14829
1,41,1040000,13821
1,41,1020200,13735
1,41,1130100,14215
1,41,1170000,16076
1,41,1050000,13736
1,41,1130200,13822
1,41,1030000,14444
1,41,1020100,14216
1,41,1070000,13737
1,41,1110000,15411
1,41,1130500,15729
1,41,1140000,12821
1,75,200000,15608
1,77,30000,13260
1,77,60000,12987
1,77,80000,13192
1,77,100000,13350
1,77,10000,13191
1,77,70000,13190
1,77,90000,13351
1,77,120000,13355
1,77,130000,13356
1,77,140100,13358
1,77,140200,13219
1,77,150100,13217
1,77,150200,13436
1,77,110000,13354
1,77,160000,13146
1,77,50000,13243
1,77,20000,13225
1,77,40000,13259
1,77,220200,13270
1,77,590200,12765
1,77,190000,13261
1,77,230200,14201
1,77,520000,14689
1,77,600200,14205
1,77,560200,12763
1,77,600100,14207
1,77,620100,13166
1,77,630200,15762
1,77,210000,13357
1,77,570100,13105
1,77,590100,12764
1,77,630300,12550
1,77,540000,15337
1,77,610100,13271
1,77,560100,13254
1,77,630400,13220
1,77,180000,13352
1,77,550100,12673
1,77,530000,13253
1,77,550200,14202
1,77,580000,12762
1,77,570300,14206
1,77,510000,14798
1,77,610200,13244
1,77,170000,13349
1,77,200000,13353
1,77,230100,13245
1,77,220100,13348
1,77,570200,14203
1,79,20140000,12957
1,77,940000,13224
1,77,680000,15534
1,79,20120000,12997
1,79,20030000,12999
1,77,690300,15340
1,77,640000,15468
1,77,660000,13221
1,77,910000,15167
1,77,920000,14204
1,77,650000,13222
1,77,670300,12857
1,77,950000,15168
1,77,670200,15339
1,79,20010000,12958
1,77,690200,15432
1,77,630500,13218
1,77,670100,13226
1,79,20040000,12538
1,79,20060000,12824
1,79,20050000,12536
1,79,20070000,12540
1,79,20080000,12539
1,79,20090000,12960
1,79,20100000,12959
1,77,930000,13165
1,79,20020000,12998
1,79,20110000,12956
1,79,20130000,13625
1,77,630600,13223
1,79,21120200,14811
1,79,21120300,15453
1,79,21040000,12327
1,79,21130200,14907
1,79,21130100,12391
1,79,21110100,12329
1,79,21140000,12952
1,79,21160000,12387
1,79,21170100,14908
1,79,21180000,12996
1,79,21120100,14799
1,79,21130400,14287
1,79,21030000,12551
1,79,21110200,15452
1,79,20150000,12902
1,79,21130300,15454
1,79,21170200,13658
1,79,21200000,13463
1,79,21210000,13423
1,79,21230000,12955
1,79,21190000,13657
1,79,21020000,12328
1,79,21060000,12827
1,79,21080000,12826
1,79,21220000,12954
1,79,21050000,14812
1,79,21150000,12953
1,79,21010000,14351
1,79,21100000,12325
1,79,21090000,12828
1,79,21070000,12326
1,79,20160000,13618
1,79,21390000,13622
1,79,21400000,12458
1,79,21410000,10720
1,79,21430000,13032
1,79,21550400,12338
1,79,21280000,13578
1,79,21530000,15480
1,79,21270000,13620
1,79,21380000,13272
1,79,21310000,12972
1,79,21320000,13621
1,79,21480000,10597
1,79,21370000,13001
1,79,21460000,12941
1,79,21470000,12942
1,79,21440000,10722
1,79,21450000,12537
1,79,21420000,12460
1,79,21360000,13000
1,79,21490000,12457
1,79,21500000,10723
1,79,21330000,13462
1,79,21510000,12459
1,79,21520000,12541
1,79,21540000,14588
1,79,21550200,12337
1,79,21550300,12646
1,79,21300000,13624
1,79,21290000,13623
1,79,21550100,13033
1,79,21560000,10721
1,79,21340000,13422
1,69,11110000,14192
1,69,11140000,13297
1,69,11150000,13298
1,69,11180000,14808
1,69,11120000,13814
1,69,11210000,13810
1,69,11240000,14794
1,69,11260000,14809
1,69,11290000,15483
1,69,11220000,13656
1,69,11160000,13141
1,69,11130000,13815
1,69,11200000,14042
1,69,11230000,14718
1,69,11270000,14810
1,69,11250000,13812
1,69,11170000,13169
1,69,11280000,15185
1,87,96030000,14459
1,87,96060000,15621
1,87,96080000,12965
1,87,96090000,12966
1,89,30010100,15987
1,87,96110000,15863
1,89,30010200,15874
1,87,96120000,15930
1,89,30010300,15834
1,89,30020000,15006
1,89,30030100,14305
1,89,30030400,15723
1,89,30040100,13121
1,89,30030200,13889
1,89,30030300,15633
1,87,96100000,12203
1,89,30040200,13099
1,89,30040300,12636
1,89,30050000,15402
1,87,96010000,15175
1,87,96070000,12964
1,89,30130200,15038
1,89,30120300,13095
1,89,30130100,15037
1,89,30120100,15399
1,89,30100000,15509
1,89,30080000,15627
1,89,30110000,15992
1,89,30090000,12702
1,89,30060000,13122
1,89,30070000,15626
1,89,30120200,12322
1,79,21590000,15759
1,79,21700100,14350
1,79,21600000,14397
1,79,21710000,14198
1,79,21720000,12860
1,79,21750000,12858
1,79,21770000,14197
1,81,30000,14720
1,79,21610000,14562
1,79,21570200,14396
1,81,40000,14721
1,79,21620000,14361
