STATE,TRACT,P012A002,P012A026,P012B001,P012B002,P012B026,P012C001,P012C002,P012C026,P012D001,P012D002,P012D026,P012E001,P012E002,P012E026,P012F001,P012F002,P012F026,P012G001,P012G002,P012G026,P012H001,P012H002,P012H026,P012I001,P012I002,P012I026,P013001,P013A001,P013B001,P013C001,P013D001,P013E001,P013F001,P013G001,P013H001,P013I001,state,county,tract
42,014102,2350,2271,29,13,16,5,1,4,5,2,3,3,2,1,8,5,3,27,11,16,34,14,20,4597,2339,2258,34.5,34,15,24,36,37,13,16,21,34,42,071,014102
42,014201,2535,2408,56,30,26,7,4,3,14,8,6,0,0,0,17,8,9,45,23,22,51,28,23,4912,2516,2396,28.9,29,34,12,31,0,12,14,14,29,42,071,014201
42,014202,2405,2411,20,9,11,5,3,2,35,18,17,4,2,2,17,9,8,33,15,18,57,26,31,4780,2388,2392,31.1,31,28,36,17,53,14,14,25,31,42,071,014202
42,014300,3493,3543,53,24,29,12,7,5,10,4,6,0,0,0,8,2,6,33,18,15,61,38,23,6986,3461,3525,30.4,30,47,18,35,0,45,24,23,30,42,071,014300
42,014401,3223,3278,41,23,18,11,5,6,14,9,5,1,1,0,23,12,11,60,33,27,61,30,31,6464,3205,3259,36.7,36,24,27,29,19,25,17,26,37,42,071,014401
42,014402,1829,1933,18,11,7,2,2,0,7,3,4,1,0,1,32,16,16,28,13,15,63,35,28,3739,1817,1922,33.9,34,30,27,31,29,15,19,18,34,42,071,014402
42,014501,2531,2375,24,19,5,12,8,4,8,4,4,1,0,1,10,7,3,29,19,10,68,44,24,4862,2505,2357,36.0,36,16,46,20,45,19,14,20,36,42,071,014501
42,014502,2516,2453,42,15,27,3,2,1,8,2,6,0,0,0,15,9,6,32,13,19,50,22,28,4940,2504,2436,33.1,33,30,34,19,0,15,19,19,33,42,071,014502
42,014601,1657,1820,16,4,12,1,0,1,5,2,3,2,1,1,22,5,17,12,5,7,29,14,15,3466,1649,1817,38.8,39,17,49,20,18,12,19,12,39,42,071,014601
42,014602,3334,3304,45,25,20,2,1,1,12,6,6,0,0,0,23,15,8,55,29,26,72,41,31,6594,3313,3281,31.3,31,25,37,37,0,29,15,18,31,42,071,014602
42,000100,2077,2392,66,33,33,0,0,0,13,6,7,0,0,0,4,3,1,33,15,18,17,5,12,4455,2074,2381,41.3,41,34,0,9,0,11,16,25,41,42,073,000100
42,000200,971,1162,149,61,88,3,2,1,0,0,0,0,0,0,4,3,1,28,12,16,28,18,10,2115,958,1157,41.6,43,26,44,0,0,32,15,29,43,42,073,000200
42,000300,1614,1916,629,258,371,2,1,1,8,2,6,1,0,1,19,7,12,102,51,51,49,24,25,3505,1600,1905,36.8,40,20,33,28,22,14,8,22,40,42,073,000300
42,000400,423,677,1194,533,661,5,4,1,8,4,4,0,0,0,13,5,8,100,49,51,23,9,14,1093,422,671,34.9,47,26,36,35,0,10,9,20,47,42,073,000400
42,000600,723,665,152,102,50,3,1,2,5,3,2,1,1,0,4,3,1,55,24,31,18,12,6,1378,716,662,32.3,33,28,59,36,32,12,13,20,33,42,073,000600
42,000700,957,1164,145,69,76,4,2,2,3,0,3,0,0,0,12,8,4,27,11,16,23,14,9,2115,954,1161,41.0,42,24,34,62,0,28,10,21,42,42,073,000700
42,000800,2068,2340,163,85,78,4,2,2,6,4,2,0,0,0,11,3,8,49,29,20,20,13,7,4395,2060,2335,42.4,43,22,33,36,0,11,18,18,43,42,073,000800
42,000900,785,987,328,145,183,3,2,1,1,0,1,0,0,0,8,5,3,72,36,36,9,7,2,1769,784,985,38.4,41,28,45,45,0,14,11,11,41,42,073,000900
42,001000,890,1018,13,7,6,4,1,3,2,0,2,0,0,0,3,2,1,21,12,9,12,6,6,1904,888,1016,41.7,42,28,24,59,0,15,22,22,42,42,073,001000
42,010100,1945,1931,2,0,2,9,4,5,8,2,6,0,0,0,0,0,0,21,11,10,11,5,6,3865,1940,1925,38.6,38,21,26,16,0,0,17,26,38,42,073,010100
42,010200,3852,4175,31,20,11,7,2,5,55,30,25,5,4,1,6,4,2,40,19,21,44,17,27,7999,3844,4155,41.7,41,42,37,43,21,31,11,22,41,42,073,010200
42,010300,918,1490,14,8,6,5,3,2,11,4,7,0,0,0,6,1,5,8,3,5,11,5,6,2402,915,1487,21.8,21,21,22,19,0,22,19,22,21,42,073,010300
42,010400,1735,1885,10,7,3,3,1,2,5,2,3,0,0,0,8,4,4,12,9,3,11,3,8,3614,1734,1880,39.3,39,46,44,27,0,9,46,15,39,42,073,010400
42,010500,1667,1740,10,6,4,4,3,1,6,2,4,0,0,0,4,3,1,16,7,9,12,5,7,3398,1664,1734,39.8,40,23,24,23,0,10,17,22,40,42,073,010500
42,010600,1060,1187,30,16,14,1,1,0,4,2,2,0,0,0,6,2,4,1,1,0,10,4,6,2241,1057,1184,46.0,46,48,46,26,0,9,4,21,46,42,073,010600
42,010700,1268,1380,178,97,81,0,0,0,4,0,4,0,0,0,9,2,7,27,11,16,17,7,10,2642,1266,1376,43.8,44,38,0,57,0,10,11,12,44,42,073,010700
42,010800,2793,3282,10,5,5,5,2,3,48,23,25,1,1,0,1,1,0,21,8,13,20,10,10,6058,2785,3273,46.8,46,49,44,48,18,9,18,38,46,42,073,010800
42,010900,1568,1585,2,0,2,6,1,5,4,2,2,0,0,0,4,2,2,10,6,4,12,6,6,3143,1563,1580,39.1,39,9,14,50,0,60,14,26,39,42,073,010900
42,011000,2469,2475,113,105,8,1,0,1,5,3,2,1,0,1,25,24,1,20,12,8,47,39,8,4924,2455,2469,41.1,42,17,47,32,59,17,18,17,42,42,073,011000
42,011100,2158,2245,36,21,15,9,5,4,4,0,4,0,0,0,10,6,4,16,6,10,15,10,5,4394,2152,2242,41.4,41,34,40,54,0,9,13,18,41,42,073,011100
42,011200,1243,1304,8,5,3,0,0,0,12,5,7,0,0,0,2,0,2,15,10,5,17,8,9,2533,1236,1297,39.9,40,16,0,26,0,32,7,28,40,42,073,011200
42,011300,2111,2149,5,2,3,1,0,1,10,4,6,0,0,0,3,1,2,28,13,15,23,13,10,4237,2098,2139,38.0,38,17,29,25,0,51,30,28,38,42,073,011300
42,011400,1140,1165,36,18,18,3,1,2,3,0,3,0,0,0,1,0,1,7,2,5,15,9,6,2292,1132,1160,39.9,39,46,43,49,0,34,5,11,39,42,073,011400
42,011500,1902,1870,15,10,5,4,2,2,10,4,6,0,0,0,0,0,0,21,10,11,15,5,10,3762,1900,1862,41.2,41,44,31,33,0,0,11,36,41,42,073,011500
42,011600,2057,2345,24,10,14,4,3,1,8,4,4,0,0,0,4,3,1,20,9,11,23,16,7,4384,2044,2340,41.3,41,41,44,55,0,30,13,41,41,42,073,011600
42,011700,1009,1131,13,9,4,2,1,1,12,5,7,0,0,0,1,1,0,11,7,4,7,3,4,2136,1007,1129,42.0,42,15,54,23,0,21,37,24,42,42,073,011700
42,011800,1281,1550,40,24,16,3,2,1,3,2,1,0,0,0,8,7,1,14,6,8,20,11,9,2820,1278,1542,39.9,40,40,43,35,0,16,22,17,40,42,073,011800
42,000100,2081,2100,165,113,52,5,3,2,50,24,26,6,2,4,226,121,105,60,39,21,454,259,195,3993,1969,2024,37.9,39,36,47,35,25,25,28,25,39,42,075,000100
42,000200,1988,2267,123,72,51,12,6,6,51,26,25,12,6,6,189,95,94,48,26,22,379,191,188,4101,1912,2189,43.4,45,30,29,34,33,22,23,24,46,42,075,000200
42,000300,1441,1523,211,121,90,23,8,15,57,33,24,0,0,0,769,389,380,142,74,68,1398,718,680,2495,1198,1297,30.6,34,29,24,29,0,23,14,21,36,42,075,000300
42,000400,3015,3385,191,117,74,23,9,14,61,29,32,5,4,1,576,291,285,127,58,69,1275,621,654,5821,2742,3079,33.8,35,29,35,32,31,22,17,22,36,42,075,000400
42,000500,1470,1645,100,45,55,6,4,2,30,17,13,2,2,0,223,102,121,53,26,27,513,231,282,2887,1375,1512,38.1,40,16,43,29,43,17,17,17,42,42,075,000500
42,002000,1328,1263,5,3,2,6,2,4,8,3,5,0,0,0,9,4,5,20,11,9,24,17,7,2575,1316,1259,39.5,39,43,30,16,0,33,42,29,39,42,075,002000
42,002100,2247,2195,12,9,3,5,4,1,11,4,7,0,0,0,35,24,11,21,14,7,70,44,26,4420,2234,2186,35.5,35,17,52,38,0,18,17,18,35,42,075,002100
42,002200,2461,2378,57,40,17,9,4,5,25,9,16,0,0,0,13,8,5,26,11,15,58,28,30,4800,2443,2357,36.1,36,17,28,23,0,35,12,20,36,42,075,002200
42,002300,1404,1363,18,11,7,7,5,2,15,8,7,1,0,1,24,11,13,26,12,14,64,35,29,2733,1385,1348,38.3,38,22,43,34,21,21,31,23,39,42,075,002300
42,002400,1109,1147,0,0,0,4,2,2,2,0,2,1,1,0,1,0,1,15,12,3,17,10,7,2244,1103,1141,39.5,39,0,44,31,16,13,35,26,39,42,075,002400
42,002500,2007,2303,49,24,25,1,0,1,56,29,27,5,4,1,44,24,20,53,28,25,81,44,37,4265,1981,2284,27.5,28,20,49,22,21,34,19,22,28,42,075,002500
42,002600,1017,1057,22,11,11,1,1,0,26,15,11,1,0,1,6,4,2,18,9,9,29,17,12,2050,1004,1046,37.5,37,34,35,35,64,22,22,30,37,42,075,002600
42,002701,2526,2649,30,16,14,8,4,4,85,37,48,0,0,0,35,22,13,39,19,20,133,65,68,5103,2495,2608,39.6,40,22,31,30,0,35,16,33,40,42,075,002701
42,002702,2379,2492,88,47,41,5,4,1,39,14,25,0,0,0,196,95,101,58,30,28,437,210,227,4684,2295,2389,40.3,41,17,20,38,0,22,16,20,42,42,075,002702
42,002800,3019,3230,18,10,8,6,5,1,23,10,13,1,0,1,19,7,12,22,8,14,48,23,25,6231,3007,3224,41.2,41,5,15,30,37,24,16,21,41,42,075,002800
42,002900,1425,1666,46,23,23,0,0,0,14,6,8,0,0,0,7,4,3,13,6,7,30,16,14,3074,1418,1656,38.5,38,26,0,41,0,27,24,25,38,42,075,002900
42,003000,2158,2180,27,13,14,0,0,0,10,3,7,0,0,0,22,15,7,32,14,18,46,26,20,4313,2146,2167,36.7,37,15,0,32,0,23,15,22,37,42,075,003000
42,003100,1908,1897,8,4,4,0,0,0,7,0,7,0,0,0,5,1,4,7,5,2,14,6,8,3797,1905,1892,37.6,37,47,0,51,0,14,54,31,37,42,075,003100
42,003200,1557,1644,37,22,15,1,1,0,47,23,24,0,0,0,26,15,11,23,8,15,64,35,29,3164,1538,1626,39.5,40,22,39,28,0,22,13,25,40,42,075,003200
42,003300,1214,1270,52,40,12,5,3,2,14,6,8,1,1,0,46,34,12,17,14,3,148,107,41,2395,1152,1243,40.2,41,35,33,41,36,24,26,27,41,42,075,003300
42,003400,1184,1156,43,38,5,2,1,1,19,4,15,0,0,0,11,8,3,14,7,7,43,22,21,2311,1171,1140,47.7,48,48,55,13,0,32,18,35,48,42,075,003400
42,003500,1880,2077,47,25,22,3,1,2,111,55,56,4,1,3,41,31,10,42,19,23,109,65,44,3899,1852,2047,42.9,43,31,74,36,30,28,19,28,43,42,075,003500
42,003600,1310,1438,61,33,28,7,4,3,39,17,22,0,0,0,114,54,60,65,25,40,251,115,136,2649,1261,1388,34.4,35,29,33,29,0,25,7,22,36,42,075,003600
42,003700,1410,1474,11,8,3,1,1,0,22,10,12,0,0,0,15,6,9,13,8,5,37,15,22,2862,1402,1460,41.2,41,48,16,24,0,21,10,21,41,42,075,003700
42,003800,3127,3494,9,5,4,0,0,0,85,40,45,0,0,0,14,5,9,42,22,20,86,39,47,6558,3100,3458,43.8,44,39,0,28,0,27,19,31,44,42,075,003800
42,003900,3206,3657,64,37,27,8,2,6,65,31,34,1,0,1,24,16,8,71,35,36,85,54,31,6814,3174,3640,37.9,38,25,38,32,70,23,20,18,38,42,075,003900
42,004000,2603,2738,29,18,11,2,1,1,39,15,24,0,0,0,11,5,6,36,21,15,32,17,15,5319,2592,2727,38.6,38,40,22,32,0,34,14,28,38,42,075,004000
42,004100,1036,1055,13,9,4,0,0,0,19,9,10,3,1,2,4,1,3,21,11,10,18,8,10,2082,1031,1051,46.7,47,11,0,33,54,30,16,27,47,42,075,004100
42,004200,1609,1800,12,7,5,7,4,3,37,15,22,0,0,0,11,5,6,10,8,2,26,15,11,3395,1602,1793,45.6,45,56,44,47,0,25,41,25,45,42,075,004200
42,000100,2831,3137,409,216,193,11,7,4,223,115,108,10,5,5,488,247,241,303,147,156,966,489,477,5622,2649,2973,38.8,42,31,33,29,24,25,20,25,43,42,077,000100
42,000200,255,263,40,25,15,3,1,2,0,0,0,0,0,0,21,10,11,7,5,2,64,32,32,486,237,249,45.5,50,24,10,0,0,28,29,31,51,42,077,000200
42,000300,2189,2438,632,324,308,20,8,12,80,39,41,8,4,4,1156,549,607,344,165,179,2344,1088,1256,3706,1768,1938,32.4,38,25,30,31,15,21,15,21,41,42,077,000300
42,000400,1019,1169,184,93,91,22,14,8,108,55,53,3,2,1,635,318,317,291,148,143,1181,576,605,1758,816,942,31.6,37,23,21,21,8,22,27,20,41,42,077,000400
42,000500,473,490,338,188,150,19,10,9,27,12,15,0,0,0,766,398,368,139,66,73,1336,688,648,582,285,297,28.2,36,22,23,21,0,23,15,22,43,42,077,000500
42,000600,1906,2133,358,185,173,20,10,10,171,86,85,5,3,2,1029,490,539,144,76,68,1609,776,833,3620,1692,1928,33.1,38,22,26,30,28,16,14,17,40,42,077,000600
42,000700,934,1045,415,219,196,22,13,9,74,33,41,10,5,5,765,370,395,184,92,92,1391,679,712,1612,757,855,30.3,38,20,14,28,29,21,14,20,41,42,077,000700
42,000800,863,879,400,215,185,22,7,15,82,49,33,0,0,0,1178,620,558,191,102,89,1873,978,895,1209,583,626,29.2,36,22,37,29,0,23,18,22,41,42,077,000800
42,000900,371,432,186,92,94,11,7,4,28,13,15,4,2,2,552,268,284,71,36,35,939,450,489,493,227,266,26.8,35,18,19,31,41,21,16,21,40,42,077,000900
42,001000,639,644,425,195,230,35,18,17,33,13,20,0,0,0,899,413,486,144,66,78,1639,788,851,753,360,393,26.0,32,22,24,33,0,21,21,22,37,42,077,001000
42,001100,270,224,129,71,58,6,4,2,1,1,0,0,0,0,219,116,103,33,17,16,403,210,193,368,204,164,31.2,38,30,24,64,0,24,9,25,39,42,077,001100
42,001200,826,362,530,371,159,11,6,5,60,38,22,0,0,0,336,208,128,88,35,53,819,544,275,809,533,276,30.7,32,30,20,27,0,27,20,27,34,42,077,001200
42,001300,544,684,272,150,122,8,3,5,18,8,10,0,0,0,439,203,236,82,42,40,858,407,451,889,376,513,33.5,40,23,25,22,0,20,27,22,45,42,077,001300
42,001401,2470,2625,417,209,208,23,13,10,201,112,89,5,1,4,450,223,227,207,98,109,928,454,474,4761,2304,2457,35.4,38,27,29,29,26,24,14,23,39,42,077,001401
42,001402,942,1057,43,23,20,6,4,2,39,15,24,0,0,0,31,16,15,28,11,17,93,43,50,1955,920,1035,43.5,44,32,52,31,0,34,11,28,44,42,077,001402
42,001501,2026,2180,469,219,250,20,7,13,225,136,89,6,6,0,917,455,462,190,108,82,1678,865,813,3626,1714,1912,33.9,39,25,20,29,26,24,20,24,42,42,077,001501
42,001502,2433,2516,402,207,195,9,6,3,265,138,127,2,0,2,292,143,149,123,58,65,527,263,264,4775,2343,2432,36.5,39,28,37,30,23,24,9,23,39,42,077,001502
42,001600,910,966,414,193,221,2,0,2,50,25,25,9,4,5,707,338,369,201,93,108,1301,623,678,1448,701,747,29.5,35,19,51,36,7,22,18,20,40,42,077,001600
42,001700,1276,1371,348,165,183,16,7,9,110,55,55,6,6,0,695,340,355,184,79,105,1296,643,653,2205,1039,1166,31.4,36,21,30,31,27,19,16,20,39,42,077,001700
42,001800,1217,1236,517,261,256,15,6,9,15,8,7,0,0,0,863,406,457,180,84,96,1559,764,795,1919,943,976,29.9,35,25,20,47,0,21,15,21,38,42,077,001800
42,001900,1426,1974,178,97,81,5,2,3,40,16,24,4,2,2,301,147,154,73,31,42,537,263,274,3202,1334,1868,46.3,50,28,29,51,21,25,31,24,52,42,077,001900
42,002000,1512,1608,449,227,222,12,6,6,47,22,25,2,1,1,690,338,352,159,65,94,1119,529,590,2812,1371,1441,32.2,36,24,38,29,73,21,16,21,38,42,077,002000
42,002100,2113,2530,473,245,228,27,16,11,191,89,102,1,0,1,540,254,286,200,86,114,1003,489,514,4322,1950,2372,37.0,41,27,28,29,74,23,16,23,42,42,077,002100
42,002201,1910,2233,94,56,38,2,1,1,57,24,33,1,1,0,54,30,24,59,30,29,170,94,76,4051,1859,2192,39.2,40,27,22,30,35,25,20,26,40,42,077,002201
42,002202,1417,2258,102,52,50,6,2,4,43,19,24,0,0,0,126,61,65,65,33,32,193,83,110,3618,1397,2221,22.4,22,20,29,20,0,24,19,21,22,42,077,002202
42,002301,2477,2839,73,39,34,0,0,0,190,102,88,0,0,0,65,35,30,42,20,22,139,59,80,5239,2449,2790,45.2,46,30,0,32,0,27,32,31,46,42,077,002301
42,002302,1143,1676,73,16,57,3,1,2,43,11,32,2,0,2,46,21,25,54,27,27,93,38,55,2781,1130,1651,41.5,43,20,38,24,21,26,19,27,43,42,077,002302
42,005100,2073,2194,63,35,28,9,6,3,17,6,11,1,1,0,34,14,20,43,22,21,90,46,44,4223,2048,2175,36.0,36,13,31,43,28,15,14,14,36,42,077,005100
42,005200,3299,3204,14,6,8,5,2,3,27,15,12,0,0,0,16,8,8,23,12,11,64,33,31,6461,3278,3183,39.8,40,44,41,32,0,28,11,20,40,42,077,005200
42,005300,3550,3461,18,14,4,6,3,3,19,8,11,0,0,0,23,13,10,51,30,21,72,35,37,6967,3530,3437,37.5,37,43,34,27,0,25,24,26,37,42,077,005300
42,005400,2965,2925,28,19,9,3,2,1,24,11,13,0,0,0,18,7,11,50,26,24,71,25,46,5850,2951,2899,39.5,39,27,48,27,0,16,13,16,39,42,077,005400
42,005501,3886,3766,42,24,18,5,4,1,43,18,25,1,1,0,28,17,11,68,29,39,105,55,50,7593,3854,3739,37.0,37,20,57,30,44,22,13,21,37,42,077,005501
42,005502,3216,3397,81,41,40,8,6,2,63,27,36,1,0,1,57,30,27,69,26,43,139,67,72,6554,3184,3370,38.6,39,16,16,33,60,15,15,15,39,42,077,005502
42,005601,2103,2286,51,22,29,3,1,2,37,19,18,2,2,0,19,6,13,21,12,9,75,36,39,4338,2075,2263,38.4,38,19,42,22,53,16,23,16,38,42,077,005601
42,005602,2420,2586,70,32,38,6,5,1,48,24,24,4,1,3,37,19,18,28,13,15,130,67,63,4926,2379,2547,40.8,41,26,31,22,24,18,27,24,41,42,077,005602
42,005701,3099,3320,233,115,118,6,4,2,613,318,295,7,4,3,150,74,76,109,52,57,366,174,192,6235,3015,3220,38.1,40,32,26,28,12,27,21,28,40,42,077,005701
42,005702,1821,2140,55,26,29,0,0,0,40,22,18,0,0,0,26,12,14,37,15,22,105,56,49,3888,1780,2108,45.6,46,43,0,35,0,24,23,23,46,42,077,005702
42,005703,1318,1452,273,135,138,17,7,10,164,80,84,3,1,2,194,97,97,98,52,46,413,214,199,2609,1233,1376,36.1,39,27,32,29,25,24,22,24,40,42,077,005703
42,005800,1521,1759,53,25,28,3,3,0,11,5,6,0,0,0,18,5,13,22,9,13,77,32,45,3236,1500,1736,40.3,40,20,42,37,0,16,16,13,40,42,077,005800
42,005901,3047,3251,78,34,44,22,13,9,39,16,23,1,0,1,71,40,31,79,43,36,233,127,106,6172,2978,3194,36.4,37,28,25,30,32,28,10,21,37,42,077,005901
42,005902,803,845,106,58,48,1,1,0,90,40,50,0,0,0,38,19,19,30,18,12,117,59,58,1581,772,809,38.4,40,31,20,29,0,25,14,25,41,42,077,005902
42,006001,2130,2319,58,32,26,2,2,0,52,21,31,0,0,0,18,10,8,34,17,17,65,33,32,4411,2112,2299,41.5,41,39,46,33,0,22,21,29,41,42,077,006001
42,006002,2382,2451,47,24,23,0,0,0,169,88,81,0,0,0,19,9,10,39,18,21,74,37,37,4786,2360,2426,42.1,42,34,0,34,0,16,17,22,42,42,077,006002
42,006101,1464,2360,43,21,22,3,1,2,90,41,49,0,0,0,28,19,9,28,15,13,93,46,47,3775,1443,2332,63.1,65,43,38,34,0,17,23,31,65,42,077,006101
42,006102,1948,2193,36,15,21,1,0,1,62,28,34,0,0,0,15,8,7,37,19,18,40,18,22,4119,1938,2181,47.6,48,26,50,40,0,50,19,36,48,42,077,006102
42,006201,4058,4363,118,49,69,4,1,3,503,239,264,0,0,0,58,31,27,99,55,44,175,84,91,8315,4014,4301,37.3,38,24,23,32,0,24,18,24,38,42,077,006201
42,006202,2164,2332,46,25,21,1,1,0,85,35,50,0,0,0,24,16,8,40,19,21,60,34,26,4460,2146,2314,42.4,42,37,50,34,0,29,16,29,42,42,077,006202
42,006302,1750,1782,12,6,6,3,3,0,42,17,25,5,3,2,20,8,12,27,11,16,33,14,19,3515,1744,1771,35.8,36,31,45,31,16,30,33,29,36,42,077,006302
42,006303,1379,1504,41,18,23,2,1,1,64,27,37,1,0,1,25,14,11,23,7,16,41,20,21,2861,1369,1492,38.5,38,36,35,36,36,27,32,30,39,42,077,006303
42,006304,1638,1703,11,4,7,8,3,5,275,133,142,0,0,0,5,1,4,23,7,16,29,13,16,3324,1628,1696,43.7,44,44,11,33,0,42,14,30,44,42,077,006304
42,006305,2507,2697,25,13,12,8,4,4,217,116,101,0,0,0,37,16,21,49,18,31,87,35,52,5158,2487,2671,39.9,40,39,39,36,0,19,25,23,40,42,077,006305
42,006306,3937,4067,71,33,38,4,1,3,324,165,159,0,0,0,36,22,14,54,25,29,161,84,77,7878,3875,4003,41.3,41,35,17,36,0,24,26,31,42,42,077,006306
42,006400,3577,3497,17,11,6,6,3,3,80,42,38,0,0,0,18,10,8,39,17,22,76,34,42,7023,3555,3468,40.4,40,27,31,28,0,26,24,25,40,42,077,006400
42,006500,2559,2824,44,23,21,6,3,3,49,23,26,2,1,1,78,38,40,46,18,28,113,56,57,5354,2541,2813,37.4,38,22,36,26,42,26,16,23,38,42,077,006500
42,006600,2468,2695,29,14,15,1,0,1,123,67,56,1,0,1,18,12,6,25,13,12,52,29,23,5130,2453,2677,42.1,42,29,82,30,16,21,19,24,42,42,077,006600
42,006701,2184,2269,98,54,44,1,1,0,41,15,26,4,2,2,52,24,28,22,9,13,132,64,68,4381,2148,2233,40.6,41,36,55,31,29,31,8,30,41,42,077,006701
42,006702,1421,1314,68,41,27,4,3,1,23,8,15,0,0,0,35,24,11,43,23,20,89,54,35,2701,1403,1298,39.6,40,16,31,31,0,21,16,17,40,42,077,006702
42,006703,2679,3012,38,21,17,0,0,0,136,75,61,1,0,1,28,9,19,25,15,10,68,26,42,5651,2661,2990,45.2,45,43,0,35,31,23,15,28,45,42,077,006703
42,006800,1808,2199,176,89,87,9,5,4,42,19,23,0,0,0,277,130,147,103,56,47,495,234,261,3838,1724,2114,39.9,41,35,29,35,0,25,15,25,42,42,077,006800
42,006902,1203,1276,18,8,10,2,1,1,44,21,23,1,1,0,12,8,4,26,12,14,46,31,15,2448,1181,1267,41.1,41,26,15,31,21,30,16,20,42,42,077,006902
42,006903,2401,2420,41,25,16,3,0,3,50,15,35,1,0,1,19,6,13,33,16,17,68,36,32,4780,2374,2406,35.6,36,20,21,28,0,20,18,20,36,42,077,006903
42,006904,3403,3370,42,18,24,4,2,2,85,40,45,0,0,0,29,17,12,38,19,19,60,32,28,6743,3389,3354,40.3,40,31,56,37,0,22,36,26,40,42,077,006904
42,007000,1796,1752,6,2,4,9,6,3,20,7,13,0,0,0,4,1,3,30,16,14,25,10,15,3528,1787,1741,40.5,40,11,23,38,0,46,16,29,40,42,077,007000
42,009100,1295,1805,26,9,17,2,2,0,72,32,40,0,0,0,27,14,13,15,5,10,98,40,58,3033,1268,1765,57.3,58,40,23,28,0,39,30,35,59,42,077,009100
42,009200,1630,1798,81,47,34,2,0,2,116,58,58,1,1,0,33,13,20,39,18,21,92,48,44,3373,1598,1775,46.0,47,34,35,30,27,23,25,30,48,42,077,009200
42,009300,1401,1628,56,30,26,4,3,1,36,16,20,0,0,0,48,21,27,40,16,24,130,54,76,2977,1376,1601,42.3,43,24,13,17,0,26,15,28,43,42,077,009300
42,009400,1454,1869,146,75,71,5,2,3,43,22,21,0,0,0,302,126,176,110,48,62,758,338,420,2948,1283,1665,36.2,40,21,17,29,0,21,14,19,42,42,077,009400
42,009500,2185,2202,168,124,44,9,6,3,53,31,22,1,0,1,220,124,96,107,56,51,606,352,254,4047,1983,2064,35.9,37,29,42,27,30,25,18,27,38,42,077,009500
42,200100,1287,1575,138,83,55,3,1,2,33,19,14,1,0,1,19,6,13,41,18,23,54,26,28,2831,1270,1561,23.7,24,21,26,24,75,20,22,20,24,42,079,200100
42,200200,1603,1787,136,87,49,1,0,1,41,23,18,0,0,0,13,8,5,57,31,26,42,22,20,3364,1592,1772,35.4,36,31,65,25,0,16,18,22,36,42,079,200200
42,200300,873,954,68,40,28,1,1,0,15,8,7,3,2,1,3,0,3,18,12,6,2,0,2,1826,873,953,40.9,42,27,55,31,6,4,15,22,42,42,079,200300
42,200400,1189,1349,115,62,53,5,4,1,31,18,13,0,0,0,8,7,1,28,17,11,24,18,6,2525,1179,1346,38.5,39,16,19,32,0,31,15,20,39,42,079,200400
42,200500,1276,1250,221,142,79,8,4,4,53,24,29,1,1,0,40,25,15,33,14,19,86,48,38,2476,1248,1228,36.1,37,28,24,28,43,17,18,23,37,42,079,200500
42,200600,1017,1080,57,33,24,4,3,1,4,2,2,0,0,0,12,5,7,25,8,17,24,9,15,2086,1013,1073,39.1,40,11,23,43,0,18,12,20,40,42,079,200600
42,200700,1590,1836,128,63,65,2,1,1,14,8,6,1,1,0,13,9,4,61,28,33,30,20,10,3419,1585,1834,41.8,42,31,53,23,23,17,20,29,42,42,079,200700
42,200800,1343,1782,340,164,176,6,3,3,53,27,26,2,1,1,19,14,5,73,39,34,80,38,42,3082,1323,1759,42.4,44,27,17,30,42,6,12,19,44,42,079,200800
42,200900,1328,1572,236,124,112,4,2,2,45,22,23,2,2,0,16,9,7,29,15,14,65,32,33,2857,1310,1547,39.3,41,23,33,30,15,22,13,21,41,42,079,200900
42,201000,913,1166,261,116,145,5,3,2,8,4,4,0,0,0,13,8,5,49,19,30,44,22,22,2062,903,1159,35.7,38,21,32,30,0,25,10,20,39,42,079,201000
42,201100,580,586,47,22,25,3,0,3,5,5,0,0,0,0,22,9,13,6,3,3,49,18,31,1151,575,576,35.6,36,30,5,24,0,19,9,19,36,42,079,201100
42,201200,1459,980,248,208,40,0,0,0,4,2,2,2,1,1,37,28,9,19,15,4,66,49,17,2410,1438,972,36.2,37,28,0,37,39,16,20,24,37,42,079,201200
42,201300,927,1036,45,30,15,1,1,0,12,3,9,0,0,0,3,1,2,8,3,5,30,15,15,1936,913,1023,41.0,41,27,27,39,0,21,22,25,41,42,079,201300
42,201400,1045,1129,67,39,28,4,2,2,16,7,9,1,1,0,9,6,3,28,18,10,64,36,28,2139,1029,1110,41.2,42,28,31,30,44,28,25,24,42,42,079,201400
42,201500,1081,1229,72,36,36,0,0,0,1,0,1,1,1,0,0,0,0,15,5,10,10,5,5,2302,1076,1226,39.4,40,12,0,17,43,0,15,18,40,42,079,201500
42,201600,1442,1537,14,6,8,1,0,1,7,4,3,0,0,0,1,0,1,7,0,7,13,5,8,2967,1437,1530,42.9,43,26,22,20,0,4,7,25,43,42,079,201600
42,210100,1683,1738,10,8,2,0,0,0,3,2,1,0,0,0,2,2,0,14,7,7,12,7,5,3413,1678,1735,40.7,40,30,0,38,0,26,34,29,40,42,079,210100
42,210200,1268,1430,12,8,4,0,0,0,2,0,2,0,0,0,0,0,0,7,3,4,3,2,1,2695,1266,1429,45.9,46,31,0,49,0,0,29,27,46,42,079,210200
