STATE,TRACT,P012A002,P012A026,P012B001,P012B002,P012B026,P012C001,P012C002,P012C026,P012D001,P012D002,P012D026,P012E001,P012E002,P012E026,P012F001,P012F002,P012F026,P012G001,P012G002,P012G026,P012H001,P012H002,P012H026,P012I001,P012I002,P012I026,P013001,P013A001,P013B001,P013C001,P013D001,P013E001,P013F001,P013G001,P013H001,P013I001,state,county,tract
42,980100,2379,2488,9,4,5,2,0,2,0,0,0,1,0,1,1,1,0,22,11,11,6,4,2,4863,2376,2487,40.0,40,5,29,0,24,30,42,41,40,42,005,980100
42,980200,1243,1210,5,4,1,1,1,0,0,0,0,3,1,2,1,1,0,8,5,3,10,6,4,2445,1239,1206,38.5,38,29,43,0,44,18,9,26,38,42,005,980200
42,980300,1857,1875,48,38,10,1,0,1,2,1,1,0,0,0,0,0,0,9,7,2,9,7,2,3727,1853,1874,41.3,41,45,76,38,0,0,45,44,41,42,005,980300
42,980400,1311,1381,2,1,1,0,0,0,4,0,4,0,0,0,8,2,6,7,3,4,17,7,10,2682,1306,1376,39.4,39,37,0,47,0,10,45,25,39,42,005,980400
42,980500,2571,2827,4,3,1,8,3,5,15,5,10,1,0,1,3,0,3,26,8,18,25,10,15,5379,2562,2817,42.8,42,45,35,35,43,11,17,42,42,42,005,980500
42,980600,1693,1736,7,4,3,11,4,7,3,0,3,0,0,0,11,8,3,10,4,6,17,11,6,3428,1693,1735,38.4,38,15,16,43,0,10,18,13,38,42,005,980600
42,980700,1979,2027,8,7,1,4,1,3,4,2,2,0,0,0,4,4,0,14,8,6,15,12,3,3996,1972,2024,38.7,38,16,46,19,0,11,22,28,38,42,005,980700
42,980800,2190,2185,6,5,1,2,2,0,2,1,1,0,0,0,0,0,0,13,6,7,19,10,9,4358,2182,2176,39.6,39,19,34,41,0,0,34,23,39,42,005,980800
42,980900,2406,2568,27,14,13,5,1,4,5,2,3,1,1,0,4,3,1,28,12,16,21,8,13,4960,2401,2559,42.5,42,36,48,55,22,29,32,41,42,42,005,980900
42,981000,1494,1763,134,60,74,5,2,3,6,2,4,0,0,0,5,1,4,44,21,23,26,8,18,3249,1491,1758,41.8,42,43,7,34,0,10,16,37,42,42,005,981000
42,981100,2086,2572,75,46,29,11,6,5,12,8,4,0,0,0,4,3,1,27,15,12,32,12,20,4634,2079,2555,39.5,40,20,29,25,0,26,11,23,40,42,005,981100
42,981200,3074,3004,9,6,3,0,0,0,7,5,2,1,0,1,0,0,0,22,11,11,18,9,9,6063,3067,2996,40.5,40,24,0,60,58,0,20,31,40,42,005,981200
42,981300,1272,1263,26,18,8,1,0,1,5,0,5,3,3,0,1,1,0,16,7,9,5,2,3,2531,1271,1260,43.2,43,45,42,44,12,33,46,33,43,42,005,981300
42,981400,1289,1333,89,45,44,1,1,0,0,0,0,0,0,0,25,15,10,17,10,7,17,11,6,2620,1289,1331,41.1,41,40,35,0,0,17,15,28,41,42,005,981400
42,981500,1454,1618,80,38,42,4,2,2,4,2,2,2,1,1,4,0,4,25,12,13,16,5,11,3059,1449,1610,38.9,39,26,36,37,56,9,10,24,39,42,005,981500
42,981600,2386,2479,24,11,13,6,5,1,11,5,6,0,0,0,14,10,4,30,17,13,25,15,10,4846,2375,2471,40.3,40,40,35,14,0,22,23,24,40,42,005,981600
42,981700,1940,1962,4,1,3,3,1,2,0,0,0,0,0,0,3,2,1,9,5,4,5,3,2,3897,1937,1960,39.6,39,38,48,0,0,35,54,54,39,42,005,981700
42,981800,1055,1272,30,18,12,1,0,1,4,2,2,0,0,0,1,0,1,23,12,11,16,6,10,2311,1049,1262,42.7,42,45,54,39,0,9,12,23,43,42,005,981800
42,981900,892,1039,5,3,2,0,0,0,5,2,3,1,0,1,8,5,3,12,5,7,9,4,5,1928,891,1037,39.0,39,31,0,42,31,5,15,20,39,42,005,981900
42,600101,2123,2154,5,2,3,5,3,2,6,1,5,0,0,0,3,0,3,11,5,6,24,10,14,4257,2114,2143,38.6,38,27,35,33,0,24,8,27,38,42,007,600101
42,600102,457,466,6,4,2,0,0,0,0,0,0,1,1,0,0,0,0,10,5,5,7,2,5,919,455,464,39.1,39,53,0,0,14,0,19,66,39,42,007,600102
42,600200,2906,3104,55,32,23,1,1,0,12,5,7,1,0,1,3,2,1,38,23,15,20,10,10,5993,2898,3095,40.8,41,37,41,15,82,12,14,55,41,42,007,600200
42,600300,359,367,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,2,0,8,5,3,722,358,364,39.7,39,0,0,0,0,41,66,41,39,42,007,600300
42,600400,397,444,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,3,2,1,838,395,443,43.7,43,53,0,0,0,0,45,65,43,42,007,600400
42,600500,1301,1384,27,15,12,15,6,9,5,2,3,0,0,0,4,0,4,21,10,11,21,9,12,2670,1294,1376,43.2,43,40,29,61,0,6,30,30,43,42,007,600500
42,600601,1103,1153,2,2,0,4,2,2,2,2,0,0,0,0,2,1,1,7,1,6,5,2,3,2253,1102,1151,40.0,40,44,29,36,0,20,53,31,40,42,007,600601
42,600602,1403,1512,37,19,18,3,0,3,6,4,2,0,0,0,3,2,1,10,2,8,11,5,6,2907,1400,1507,43.9,43,59,35,47,0,3,10,30,43,42,007,600602
42,600700,3352,3501,65,34,31,1,0,1,43,18,25,2,1,1,9,3,6,48,26,22,19,5,14,6839,3348,3491,42.3,42,35,52,36,45,25,19,38,42,42,007,600700
42,600800,540,613,24,9,15,1,1,0,1,0,1,0,0,0,5,3,2,3,0,3,5,1,4,1151,540,611,39.5,39,32,26,37,0,9,18,20,39,42,007,600800
42,600900,572,680,143,65,78,5,2,3,6,2,4,3,1,2,6,4,2,19,10,9,12,7,5,1249,570,679,36.5,37,31,31,51,5,27,13,29,37,42,007,600900
42,601000,1767,1994,49,22,27,5,1,4,5,4,1,0,0,0,8,5,3,39,17,22,30,14,16,3738,1756,1982,43.2,43,33,25,12,0,30,12,16,43,42,007,601000
42,601100,1440,1679,290,154,136,6,1,5,50,23,27,0,0,0,23,10,13,74,35,39,40,24,16,3097,1424,1673,24.7,26,21,16,22,0,9,18,28,26,42,007,601100
42,601200,1087,1305,844,380,464,6,1,5,9,4,5,2,1,1,6,3,3,92,45,47,21,9,12,2379,1081,1298,38.6,40,36,37,23,28,13,11,26,40,42,007,601200
42,601300,1026,1282,605,284,321,1,0,1,3,1,2,0,0,0,21,11,10,69,32,37,44,22,22,2280,1014,1266,39.6,41,33,23,15,0,17,10,21,41,42,007,601300
42,601400,1585,1742,331,172,159,9,6,3,11,7,4,0,0,0,3,0,3,73,39,34,16,8,8,3315,1579,1736,37.5,38,36,32,34,0,4,11,27,38,42,007,601400
42,601500,1216,1474,387,179,208,7,5,2,2,1,1,0,0,0,16,9,7,92,44,48,17,8,9,2681,1213,1468,34.5,37,24,38,17,0,5,8,23,37,42,007,601500
42,601600,749,848,53,28,25,4,1,3,3,2,1,0,0,0,2,1,1,15,6,9,9,4,5,1592,746,846,39.0,39,40,19,30,0,32,16,24,39,42,007,601600
42,601700,1772,1853,68,43,25,6,3,3,5,1,4,2,1,1,4,4,0,24,12,12,8,3,5,3618,1770,1848,40.3,40,32,38,26,7,4,7,20,40,42,007,601700
42,601800,3508,3496,12,6,6,9,3,6,11,5,6,0,0,0,1,0,1,39,20,19,24,10,14,6988,3501,3487,40.2,40,28,27,44,0,17,27,24,40,42,007,601800
42,601900,1463,1514,114,59,55,3,0,3,3,3,0,0,0,0,0,0,0,32,16,16,6,3,3,2973,1460,1513,41.9,42,38,31,8,0,0,10,41,42,42,007,601900
42,602000,277,320,22,13,9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,1,597,277,320,45.5,46,40,0,0,0,0,10,14,46,42,007,602000
42,602100,1521,1843,537,274,263,9,5,4,8,3,5,0,0,0,23,11,12,73,36,37,37,15,22,3348,1518,1830,38.6,39,36,53,43,0,12,15,19,39,42,007,602100
42,602200,312,346,65,30,35,1,0,1,3,1,2,0,0,0,2,1,1,10,6,4,4,2,2,657,312,345,41.6,41,49,47,49,0,15,14,31,41,42,007,602200
42,602300,1154,1394,35,14,21,6,4,2,13,7,6,0,0,0,9,4,5,10,5,5,21,13,8,2536,1147,1389,43.3,43,35,33,30,0,22,32,27,43,42,007,602300
42,602400,1009,1048,91,79,12,0,0,0,0,0,0,0,0,0,4,3,1,2,1,1,21,13,8,2040,999,1041,43.4,44,29,0,0,0,22,22,34,44,42,007,602400
42,602500,615,808,20,5,15,0,0,0,2,0,2,0,0,0,0,0,0,6,2,4,7,6,1,1416,609,807,54.6,54,54,0,57,0,0,65,33,54,42,007,602500
42,602601,2052,2090,8,4,4,3,0,3,16,8,8,0,0,0,3,0,3,22,9,13,24,9,15,4132,2047,2085,40.6,40,38,28,45,0,48,22,29,40,42,007,602601
42,602602,1638,2080,78,33,45,1,1,0,19,6,13,1,0,1,2,1,1,11,4,7,25,13,12,3695,1626,2069,47.9,47,72,18,53,41,7,8,19,47,42,007,602602
42,602701,914,947,37,21,16,1,1,0,3,3,0,0,0,0,11,10,1,8,5,3,27,20,7,1846,905,941,42.8,42,46,44,55,0,14,22,20,42,42,007,602701
42,602702,1835,1879,75,40,35,1,1,0,3,0,3,0,0,0,9,5,4,20,5,15,30,14,16,3689,1823,1866,40.1,40,39,31,35,0,21,13,31,40,42,007,602702
42,602800,1073,1302,654,301,353,14,6,8,0,0,0,0,0,0,28,14,14,66,25,41,116,42,74,2292,1041,1251,40.4,43,31,27,0,0,24,9,26,43,42,007,602800
42,602900,1633,1586,7,4,3,8,4,4,3,1,2,1,0,1,3,2,1,35,18,17,22,12,10,3202,1625,1577,36.3,36,13,19,76,51,11,5,13,36,42,007,602900
42,603000,1680,1673,13,5,8,5,3,2,1,0,1,0,0,0,3,1,2,22,9,13,24,8,16,3337,1675,1662,38.4,38,38,11,51,0,35,12,20,38,42,007,603000
42,603100,297,278,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,575,297,278,38.5,38,0,37,0,0,0,50,0,38,42,007,603100
42,603201,2380,2470,160,90,70,8,5,3,31,13,18,0,0,0,7,3,4,23,12,11,40,16,24,4820,2368,2452,39.9,40,35,33,25,0,20,28,22,40,42,007,603201
42,603202,3077,3090,181,101,80,2,2,0,15,7,8,0,0,0,7,5,2,41,21,20,40,22,18,6142,3064,3078,40.3,40,36,32,39,0,35,36,27,40,42,007,603202
42,603300,1861,2149,95,37,58,0,0,0,8,1,7,0,0,0,2,2,0,26,14,12,27,10,17,3992,1856,2136,41.2,41,16,0,51,0,25,8,14,42,42,007,603300
42,603400,986,1109,27,15,12,0,0,0,6,2,4,0,0,0,1,1,0,16,10,6,11,5,6,2084,981,1103,40.1,40,26,0,24,0,0,24,21,40,42,007,603400
42,603500,795,841,91,40,51,1,1,0,4,2,2,0,0,0,4,2,2,27,13,14,13,8,5,1632,793,839,36.2,36,41,41,36,0,22,14,13,36,42,007,603500
42,603600,1061,1189,29,17,12,1,0,1,0,0,0,0,0,0,1,0,1,9,3,6,11,3,8,2240,1058,1182,44.2,44,44,90,0,0,19,17,33,44,42,007,603600
42,603700,1969,2346,32,15,17,2,2,0,6,3,3,0,0,0,4,1,3,18,5,13,25,10,15,4293,1960,2333,45.5,46,30,38,5,0,21,21,31,46,42,007,603700
42,603801,1501,1472,44,25,19,2,1,1,14,4,10,0,0,0,7,4,3,12,7,5,12,6,6,2966,1497,1469,37.9,38,35,29,36,0,37,12,23,38,42,007,603801
42,603802,1386,1429,12,5,7,6,3,3,8,3,5,0,0,0,3,2,1,15,6,9,17,9,8,2800,1379,1421,42.6,42,48,38,37,0,22,12,34,42,42,007,603802
42,603803,1708,1711,6,3,3,1,1,0,4,2,2,0,0,0,2,2,0,20,10,10,12,9,3,3408,1700,1708,43.9,44,41,53,57,0,12,16,36,44,42,007,603803
42,603900,1565,1723,49,25,24,0,0,0,4,0,4,4,2,2,7,2,5,21,11,10,19,6,13,3279,1563,1716,44.2,44,28,0,37,22,14,18,42,44,42,007,603900
42,604000,1130,1309,313,135,178,3,3,0,10,6,4,0,0,0,19,13,6,48,21,27,53,24,29,2402,1114,1288,36.7,39,21,23,38,0,7,5,20,40,42,007,604000
42,604100,1238,1352,470,225,245,1,1,0,17,6,11,0,0,0,23,8,15,55,24,31,57,30,27,2567,1223,1344,39.9,43,24,34,48,0,33,14,30,43,42,007,604100
42,604200,773,855,101,56,45,2,1,1,8,5,3,1,1,0,15,11,4,26,14,12,32,22,10,1610,761,849,45.4,47,35,62,27,45,30,23,30,47,42,007,604200
42,604300,879,917,795,356,439,2,0,2,5,2,3,2,2,0,3,3,0,28,11,17,33,15,18,1768,867,901,35.8,40,24,31,42,41,3,15,31,40,42,007,604300
42,604400,288,304,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,11,9,2,6,4,2,592,288,304,43.2,43,0,49,0,0,33,6,19,43,42,007,604400
42,604500,225,301,2843,1211,1632,3,1,2,2,0,2,2,2,0,6,4,2,74,38,36,30,13,17,518,223,295,35.7,41,35,59,46,43,6,12,47,41,42,007,604500
42,604600,1366,1633,420,161,259,2,1,1,7,2,5,0,0,0,6,3,3,42,19,23,37,18,19,2972,1354,1618,45.9,50,19,21,34,0,18,11,17,50,42,007,604600
42,604700,668,763,110,46,64,0,0,0,7,3,4,0,0,0,5,3,2,13,8,5,11,5,6,1424,667,757,42.9,45,27,0,26,0,5,36,26,45,42,007,604700
42,604800,2165,2446,88,36,52,0,0,0,4,2,2,0,0,0,1,0,1,19,9,10,17,7,10,4600,2160,2440,42.8,43,22,0,52,0,25,67,49,43,42,007,604800
42,604901,1828,2011,98,45,53,1,0,1,11,6,5,2,1,1,5,2,3,18,8,10,29,14,15,3819,1818,2001,42.3,42,43,18,33,78,22,19,24,42,42,007,604901
42,604902,2358,2628,58,30,28,0,0,0,28,15,13,0,0,0,1,0,1,26,16,10,21,8,13,4967,2351,2616,42.0,42,38,0,25,0,16,19,34,42,42,007,604902
42,605001,1391,1350,5,3,2,3,2,1,0,0,0,0,0,0,5,2,3,48,22,26,17,6,11,2729,1387,1342,37.2,37,28,39,0,0,34,22,33,37,42,007,605001
42,605002,1804,1795,21,10,11,7,1,6,5,1,4,0,0,0,7,5,2,20,12,8,36,15,21,3573,1792,1781,38.4,38,46,31,29,0,16,14,28,38,42,007,605002
42,980100,1739,1946,5,2,3,4,1,3,16,5,11,0,0,0,15,9,6,22,13,9,26,15,11,3681,1736,1945,37.5,37,6,15,12,0,13,25,11,37,42,009,980100
42,980200,1776,1778,4,3,1,5,2,3,1,1,0,0,0,0,1,0,1,13,8,5,12,4,8,3544,1773,1771,37.7,37,8,18,14,0,19,7,30,37,42,009,980200
42,980300,2504,2472,21,6,15,3,3,0,24,8,16,0,0,0,14,6,8,29,10,19,32,11,21,4961,2499,2462,36.0,36,37,66,21,0,10,23,13,36,42,009,980300
42,980400,2505,2548,4,3,1,3,0,3,3,1,2,0,0,0,3,1,2,23,13,10,23,10,13,5033,2496,2537,36.4,36,21,39,13,0,19,27,35,36,42,009,980400
42,980500,1916,1879,7,4,3,5,1,4,7,5,2,0,0,0,0,0,0,17,8,9,20,9,11,3776,1907,1869,38.3,38,17,48,29,0,0,40,40,38,42,009,980500
42,980600,2480,2685,20,8,12,1,0,1,8,0,8,2,0,2,8,3,5,24,11,13,23,10,13,5149,2473,2676,40.4,40,22,66,33,38,19,26,22,40,42,009,980600
42,980700,1363,1706,16,10,6,2,1,1,24,13,11,3,2,1,4,3,1,23,11,12,25,9,16,3049,1355,1694,43.4,43,33,43,28,34,14,28,33,43,42,009,980700
42,980800,2599,2663,72,41,31,3,2,1,26,14,12,0,0,0,13,9,4,41,28,13,32,21,11,5248,2591,2657,41.3,41,24,52,38,0,20,22,24,41,42,009,980800
42,980900,2482,2446,14,8,6,4,1,3,12,4,8,2,1,1,7,6,1,22,14,8,31,18,13,4909,2473,2436,40.6,40,28,28,25,66,19,42,36,40,42,009,980900
42,981000,2789,2768,13,6,7,11,6,5,14,4,10,0,0,0,7,3,4,36,16,20,21,12,9,5541,2779,2762,41.4,41,40,42,58,0,24,41,24,41,42,009,981000
42,981100,2119,2090,2,1,1,13,6,7,8,4,4,0,0,0,6,2,4,21,8,13,18,7,11,4198,2114,2084,40.6,40,29,21,28,0,22,19,38,40,42,009,981100
42,000100,1045,1293,706,348,358,43,23,20,99,54,45,3,2,1,1694,912,782,227,108,119,2644,1392,1252,1661,703,958,33.7,46,31,27,30,20,24,23,25,55,42,011,000100
42,000200,833,1073,610,268,342,21,11,10,56,33,23,1,1,0,852,338,514,166,68,98,1558,622,936,1440,648,792,30.3,43,21,38,27,26,20,15,20,49,42,011,000200
42,000300,620,653,274,152,122,3,1,2,79,46,33,0,0,0,209,103,106,77,42,35,395,205,190,1157,554,603,33.2,40,23,50,27,0,21,10,21,42,42,011,000300
42,000400,1113,1243,334,163,171,15,6,9,56,29,27,2,2,0,499,257,242,149,81,68,902,485,417,2091,965,1126,32.4,37,29,28,30,34,22,15,20,40,42,011,000400
42,000500,1140,1273,195,98,97,1,0,1,35,14,21,0,0,0,380,197,183,95,45,50,580,303,277,2264,1058,1206,33.3,37,25,53,25,0,20,11,20,38,42,011,000500
42,000600,1362,1566,202,91,111,9,7,2,107,52,55,3,1,2,76,38,38,45,19,26,159,82,77,2858,1324,1534,29.2,33,20,29,21,20,19,20,20,34,42,011,000600
42,000700,1318,1421,268,132,136,4,3,1,35,16,19,3,1,2,432,222,210,121,74,47,678,346,332,2553,1227,1326,32.7,36,23,39,27,52,21,15,21,37,42,011,000700
42,000800,1177,1285,279,151,128,12,6,6,93,49,44,2,2,0,667,364,303,125,70,55,1188,655,533,2047,944,1103,29.4,33,24,34,30,41,21,14,20,37,42,011,000800
42,000900,746,737,392,204,188,11,6,5,28,16,12,2,1,1,366,174,192,96,46,50,610,297,313,1299,650,649,33.0,38,27,11,41,42,21,20,22,40,42,011,000900
42,001000,558,604,671,337,334,14,7,7,45,23,22,0,0,0,898,432,466,192,88,104,1371,676,695,857,402,455,27.9,35,27,10,29,0,20,17,21,39,42,011,001000
42,001100,815,900,841,408,433,10,2,8,25,16,9,1,0,1,1053,525,528,189,97,92,1881,970,911,1066,461,605,27.3,32,25,25,28,28,22,13,20,40,42,011,001100
42,001200,250,260,581,286,295,33,16,17,7,1,6,0,0,0,676,374,302,93,40,53,1119,602,517,207,94,113,26.2,29,35,22,24,0,21,16,20,40,42,011,001200
42,001300,607,602,664,338,326,19,10,9,14,9,5,1,1,0,949,454,495,155,77,78,1751,876,875,651,317,334,26.5,31,31,12,23,46,21,18,21,42,42,011,001300
42,001400,929,1052,402,196,206,14,6,8,57,28,29,1,0,1,1431,792,639,174,87,87,2176,1177,999,1411,639,772,27.1,33,23,35,29,12,22,14,21,40,42,011,001400
42,001500,945,1020,286,144,142,7,6,1,34,22,12,5,3,2,643,320,323,140,69,71,1080,550,530,1634,773,861,28.5,33,21,11,32,18,20,14,19,36,42,011,001500
42,001600,743,832,182,99,83,19,7,12,41,21,20,0,0,0,440,224,216,101,43,58,752,370,382,1358,639,719,31.2,36,22,29,29,0,22,12,21,39,42,011,001600
42,001700,672,734,256,136,120,25,9,16,77,42,35,0,0,0,1031,543,488,159,89,70,1728,916,812,870,386,484,26.1,30,27,37,28,0,22,15,21,38,42,011,001700
42,001800,1012,1103,176,91,85,6,3,3,32,15,17,0,0,0,199,84,115,69,36,33,361,172,189,1991,944,1047,34.9,38,28,12,31,0,23,15,22,40,42,011,001800
42,001900,598,747,251,132,119,8,4,4,72,34,38,0,0,0,606,336,270,117,47,70,1031,549,482,1007,419,588,33.4,42,33,15,35,0,22,19,22,48,42,011,001900
42,002000,1422,1586,275,153,122,9,2,7,32,16,16,0,0,0,337,177,160,123,54,69,655,324,331,2770,1311,1459,32.4,35,26,15,29,0,21,12,20,36,42,011,002000
42,002100,810,933,298,144,154,8,5,3,18,7,11,1,1,0,560,289,271,117,64,53,911,478,433,1459,656,803,29.0,34,19,14,36,53,20,14,19,37,42,011,002100
42,002200,419,456,238,124,114,8,4,4,21,14,7,3,1,2,759,420,339,162,89,73,1239,672,567,550,251,299,26.4,33,27,17,24,23,21,21,21,42,42,011,002200
42,002300,478,470,276,138,138,6,1,5,20,10,10,0,0,0,764,421,343,104,50,54,1181,648,533,610,293,317,28.9,33,30,30,26,0,24,20,24,40,42,011,002300
42,002500,654,806,744,340,404,20,10,10,92,43,49,2,1,1,1137,566,571,144,74,70,2057,1012,1045,701,286,415,31.1,38,32,32,19,41,24,22,25,52,42,011,002500
42,002600,559,732,321,135,186,20,8,12,47,26,21,0,0,0,1337,590,747,167,71,96,1978,886,1092,815,336,479,23.8,32,22,10,27,0,16,16,17,41,42,011,002600
42,002700,748,932,113,58,55,2,0,2,41,16,25,0,0,0,48,29,19,44,15,29,144,76,68,1612,715,897,51.0,54,33,62,29,0,27,21,27,55,42,011,002700
42,002900,959,1215,112,61,51,9,6,3,33,16,17,2,1,1,82,46,36,41,21,20,173,95,78,2100,923,1177,37.0,38,22,33,30,12,30,28,30,38,42,011,002900
42,010100,3002,2852,32,15,17,6,5,1,36,14,22,1,0,1,36,19,17,35,18,17,92,48,44,5804,2975,2829,36.2,36,18,41,35,10,24,30,28,36,42,011,010100
42,010200,4456,4336,41,23,18,8,1,7,28,8,20,0,0,0,62,36,26,59,30,29,127,70,57,8751,4436,4315,37.7,37,28,41,32,0,25,14,21,38,42,011,010200
42,010301,4197,3831,321,262,59,9,5,4,99,81,18,0,0,0,37,27,10,69,38,31,585,497,88,7487,3727,3760,40.6,41,35,23,29,0,31,14,30,42,42,011,010301
42,010302,1392,1397,20,13,7,2,0,2,10,3,7,0,0,0,18,7,11,19,12,7,53,26,27,2765,1383,1382,38.7,38,40,6,36,0,22,14,19,39,42,011,010302
42,010400,3867,3603,144,128,16,9,7,2,19,8,11,0,0,0,89,63,26,61,35,26,185,123,62,7393,3820,3573,36.7,37,37,37,25,0,25,20,25,37,42,011,010400
42,010500,2963,3060,80,40,40,0,0,0,59,26,33,0,0,0,72,33,39,37,19,18,126,53,73,5973,2943,3030,37.8,38,16,0,30,0,16,22,17,38,42,011,010500
42,010600,2957,3183,54,36,18,6,3,3,54,24,30,0,0,0,17,10,7,29,13,16,62,24,38,6096,2941,3155,40.2,40,30,27,37,0,29,20,29,40,42,011,010600
42,010700,2704,2606,80,57,23,2,1,1,25,9,16,0,0,0,42,30,12,32,18,14,86,55,31,5274,2685,2589,39.9,39,41,29,33,0,42,20,40,39,42,011,010700
42,010800,4002,4317,325,147,178,6,4,2,211,109,102,1,1,0,132,64,68,125,58,67,363,171,192,8149,3921,4228,36.5,37,28,45,35,46,24,11,23,37,42,011,010800
42,010902,1191,1336,28,19,9,4,3,1,21,8,13,0,0,0,32,17,15,27,11,16,72,35,37,2488,1173,1315,40.2,40,31,45,30,0,25,23,21,41,42,011,010902
42,010903,2207,2485,49,29,20,5,2,3,92,48,44,1,0,1,37,21,16,25,16,9,106,57,49,4640,2181,2459,45.2,45,35,10,39,35,24,20,26,46,42,011,010903
42,010904,1588,1703,33,17,16,1,0,1,137,59,78,0,0,0,10,4,6,34,14,20,55,31,24,3250,1564,1686,44.7,45,48,10,37,0,23,23,28,45,42,011,010904
42,010905,1971,2127,51,28,23,2,2,0,30,13,17,0,0,0,44,23,21,56,28,28,108,52,56,4053,1950,2103,40.7,41,32,48,30,0,25,13,25,42,42,011,010905
42,011000,1891,2040,48,25,23,4,1,3,115,53,62,0,0,0,32,12,20,35,21,14,76,34,42,3889,1872,2017,42.7,43,35,32,42,0,16,33,21,43,42,011,011000
42,011100,3694,4443,129,67,62,6,2,4,163,76,87,2,1,1,76,33,43,74,44,30,157,70,87,8055,3661,4394,46.1,47,19,16,33,52,19,19,22,47,42,011,011100
42,011200,1596,2021,163,95,68,9,2,7,62,28,34,1,1,0,138,81,57,59,28,31,315,170,145,3463,1520,1943,40.3,42,30,21,26,20,26,19,25,43,42,011,011200
42,011300,1238,1330,22,7,15,1,0,1,43,28,15,0,0,0,28,13,15,17,10,7,54,25,29,2543,1227,1316,43.2,43,34,26,36,0,24,10,27,44,42,011,011300
42,011400,2323,2590,25,12,13,5,3,2,27,9,18,0,0,0,38,20,18,51,27,24,106,58,48,4854,2290,2564,40.5,41,31,40,29,0,28,18,27,41,42,011,011400
42,011500,1358,1510,33,16,17,2,1,1,13,5,8,0,0,0,26,11,15,21,11,10,50,26,24,2848,1347,1501,37.4,37,38,55,35,0,30,20,27,37,42,011,011500
42,011601,2073,2484,151,70,81,1,0,1,149,69,80,3,2,1,131,68,63,77,37,40,234,125,109,4471,2022,2449,43.0,44,32,22,31,0,23,21,25,45,42,011,011601
42,011602,1837,1906,48,21,27,4,2,2,56,24,32,2,1,1,30,13,17,24,12,12,91,42,49,3692,1815,1877,42.1,42,40,24,32,22,29,11,25,42,42,011,011602
42,011603,2313,2351,66,31,35,3,0,3,55,26,29,1,1,0,14,9,5,36,20,16,64,35,29,4619,2287,2332,44.0,44,38,43,44,0,18,24,25,44,42,011,011603
42,011701,3399,3325,22,15,7,14,5,9,17,5,12,2,1,1,45,24,21,45,20,25,60,33,27,6690,3380,3310,39.1,39,17,24,41,58,31,17,21,39,42,011,011701
42,011702,2217,2146,27,13,14,6,4,2,10,5,5,0,0,0,11,4,7,42,23,19,41,21,20,4339,2204,2135,38.6,38,46,15,40,0,18,23,34,38,42,011,011702
42,011703,1135,1155,9,4,5,0,0,0,22,11,11,0,0,0,5,3,2,21,12,9,20,11,9,2276,1127,1149,37.5,37,36,0,29,0,1,26,14,37,42,011,011703
42,011800,2451,2454,53,25,28,6,2,4,18,7,11,3,0,3,32,12,20,47,20,27,63,29,34,4868,2430,2438,34.9,35,29,51,31,40,17,24,22,35,42,011,011800
42,011901,4196,4288,181,88,93,17,8,9,59,25,34,1,0,1,34,19,15,91,44,47,89,46,43,8437,4172,4265,36.3,36,35,18,32,22,26,12,23,36,42,011,011901
42,011902,1702,1683,20,9,11,5,1,4,4,1,3,1,0,1,10,5,5,28,11,17,33,17,16,3365,1690,1675,41.9,42,37,39,1,55,20,20,22,42,42,011,011902
42,012001,1201,1240,121,67,54,2,0,2,8,1,7,3,0,3,8,6,2,41,23,18,42,27,15,2421,1189,1232,37.4,38,33,11,40,37,18,18,22,38,42,011,012001
42,012002,3372,3561,151,80,71,6,4,2,91,41,50,0,0,0,19,12,7,51,28,23,102,56,46,6863,3335,3528,38.7,38,40,23,41,0,10,16,27,38,42,011,012002
42,012101,840,890,39,18,21,0,0,0,14,3,11,0,0,0,1,0,1,28,12,16,33,15,18,1702,828,874,38.4,38,30,0,41,0,71,19,28,38,42,011,012101
42,012102,4218,4453,145,76,69,9,3,6,127,68,59,0,0,0,86,38,48,55,33,22,209,107,102,8546,4151,4395,38.4,38,32,47,37,0,23,17,20,38,42,011,012102
42,012103,1054,1082,16,9,7,5,1,4,19,9,10,0,0,0,3,1,2,14,6,8,21,11,10,2123,1046,1077,41.9,42,39,19,44,0,10,15,19,42,42,011,012103
42,012200,1431,1570,32,20,12,1,1,0,32,16,16,0,0,0,19,9,10,28,13,15,106,51,55,2921,1393,1528,37.6,38,34,28,33,0,27,8,23,38,42,011,012200
42,012300,2064,2168,31,12,19,0,0,0,40,17,23,0,0,0,46,25,21,32,17,15,123,64,59,4164,2032,2132,40.5,41,32,0,29,0,22,21,24,41,42,011,012300
42,012400,2206,2620,53,26,27,4,3,1,19,9,10,0,0,0,104,57,47,61,25,36,270,136,134,4676,2134,2542,44.6,45,37,49,33,0,20,19,21,46,42,011,012400
42,012500,870,949,10,5,5,0,0,0,12,9,3,0,0,0,14,6,8,10,8,2,78,39,39,1764,844,920,47.1,47,33,0,21,0,30,43,29,48,42,011,012500
