STATE	TRACT	COUNTY	gisjoin	fid	AREALAND	POP100	H001001	H002001	H002005	H003001	H003002	H003003	P001001	P002001	P002002	P002005	P003001	P003002	P003003	P003004	P003005	P003006	P003007	P003008	P003009	P003010	P003026	P003047	P003063	P003070	P004001	P004002	P004003	P012001	P012002	P012026	P012A001	P012A002	P012A026	P012B001	P012B002	P012B026	P012C001	P012C002	P012C026	P012D001	P012D002	P012D026	P012E001	P012E002	P012E026	P012F001	P012F002	P012F026	P012G001	P012G002	P012G026	P012H001	P012H002	P012H026	P012I001	P012I002	P012I026	P013001	P013A001	P013B001	P013C001	P013D001	P013E001	P013F001	P013G001	P013H001	P013I001
42	213800	79	42079213800	13272	919108	1694	859	859	0	859	737	122	1694	1694	0	0	1694	1692	1676	8	2	3	0	3	2	2	0	0	0	0	1694	19	1675	1694	775	919	1676	766	910	8	5	3	2	1	1	3	0	3	0	0	0	3	2	1	2	1	1	19	13	6	1657	753	904	39	39	41	9	39	0	36	40	37	39
42	213900	79	42079213900	13622	40177463	2097	899	899	0	899	821	78	2097	2097	0	0	2097	2087	2080	2	0	2	0	3	10	10	0	0	0	0	2097	7	2090	2097	1054	1043	2080	1047	1033	2	1	1	0	0	0	2	1	1	0	0	0	3	2	1	10	3	7	7	3	4	2075	1045	1030	39	39	15	0	12	0	10	29	34	39
42	214000	79	42079214000	12458	2916232	1317	667	667	0	667	562	105	1317	1317	0	0	1317	1311	1303	1	1	1	0	5	6	6	0	0	0	0	1317	12	1305	1317	636	681	1303	629	674	1	1	0	1	1	0	1	0	1	0	0	0	5	0	5	6	5	1	12	4	8	1299	628	671	44	44	62	36	74	0	16	8	19	44
42	214100	79	42079214100	10720	904909	2622	1401	1401	0	1401	1230	171	2622	2622	0	0	2622	2609	2583	8	5	8	0	5	13	11	2	0	0	0	2622	14	2608	2622	1204	1418	2583	1185	1398	8	2	6	5	5	0	8	2	6	0	0	0	5	2	3	13	8	5	14	1	13	2577	1185	1392	42	42	20	39	16	0	37	16	33	42
42	214200	79	42079214200	12460	1157760	2744	1434	1434	0	1434	1278	156	2744	2744	0	0	2744	2739	2714	10	2	7	0	6	5	4	1	0	0	0	2744	13	2731	2744	1264	1480	2714	1247	1467	10	7	3	2	1	1	7	4	3	0	0	0	6	4	2	5	1	4	13	8	5	2707	1243	1464	43	43	14	56	33	0	29	47	35	43
42	214300	79	42079214300	13032	2641974	2067	962	962	0	962	859	103	2067	2067	0	0	2067	2063	2046	7	3	5	1	1	4	4	0	0	0	0	2067	6	2061	2067	969	1098	2046	956	1090	7	4	3	3	3	0	5	3	2	1	1	0	1	1	0	4	1	3	6	3	3	2041	954	1087	43	43	22	35	52	39	22	21	35	43
42	214400	79	42079214400	10722	1461624	2205	1023	1023	0	1023	921	102	2205	2205	0	0	2205	2193	2182	4	0	7	0	0	12	11	1	0	0	0	2205	4	2201	2205	1043	1162	2182	1033	1149	4	4	0	0	0	0	7	2	5	0	0	0	0	0	0	12	4	8	4	3	1	2178	1030	1148	40	40	8	0	56	0	0	18	14	40
42	214500	79	42079214500	12537	2474318	1753	856	856	0	856	788	68	1753	1753	0	0	1753	1748	1737	10	0	1	0	0	5	5	0	0	0	0	1753	8	1745	1753	820	933	1737	810	927	10	6	4	0	0	0	1	1	0	0	0	0	0	0	0	5	3	2	8	3	5	1729	807	922	42	42	15	0	47	0	0	48	25	42
42	214600	79	42079214600	12941	7165612	4190	1952	1952	0	1952	1814	138	4190	4190	0	0	4190	4148	4092	38	1	13	0	4	42	42	0	0	0	0	4190	29	4161	4190	1928	2262	4092	1877	2215	38	19	19	1	1	0	13	6	7	0	0	0	4	3	1	42	22	20	29	15	14	4076	1869	2207	39	39	31	34	29	0	29	9	29	39
42	214700	79	42079214700	12942	4614458	2938	1348	1348	0	1348	1259	89	2938	2938	0	0	2938	2925	2865	50	0	5	0	5	13	13	0	0	0	0	2938	23	2915	2938	1320	1618	2865	1286	1579	50	25	25	0	0	0	5	2	3	0	0	0	5	3	2	13	4	9	23	15	8	2848	1275	1573	41	42	20	0	54	0	5	5	11	42
42	214800	79	42079214800	10597	8665386	1067	489	489	0	489	444	45	1067	1067	0	0	1067	1062	1054	6	1	0	0	1	5	5	0	0	0	0	1067	5	1062	1067	489	578	1054	486	568	6	1	5	1	0	1	0	0	0	0	0	0	1	0	1	5	2	3	5	4	1	1049	482	567	40	40	32	22	0	0	6	36	36	40
42	214900	79	42079214900	12457	25817673	1540	693	693	0	693	646	47	1540	1540	0	0	1540	1531	1520	6	0	1	0	4	9	9	0	0	0	0	1540	4	1536	1540	762	778	1520	752	768	6	4	2	0	0	0	1	0	1	0	0	0	4	3	1	9	3	6	4	3	1	1520	752	768	40	41	19	0	34	0	30	16	30	41
42	215000	79	42079215000	10723	4646757	1647	744	744	0	744	674	70	1647	1647	0	0	1647	1639	1634	2	0	2	0	1	8	6	2	0	0	0	1647	8	1639	1647	781	866	1634	775	859	2	1	1	0	0	0	2	0	2	0	0	0	1	1	0	8	4	4	8	3	5	1627	773	854	41	41	20	0	48	0	30	22	26	41
42	215100	79	42079215100	12459	2390491	2866	1386	1386	0	1386	1245	141	2866	2866	0	0	2866	2844	2822	11	1	7	0	3	22	22	0	0	0	0	2866	12	2854	2866	1337	1529	2822	1308	1514	11	9	2	1	0	1	7	4	3	0	0	0	3	2	1	22	14	8	12	6	6	2815	1306	1509	40	40	30	40	26	0	57	12	23	40
42	215200	79	42079215200	12541	7664253	3235	1572	1572	0	1572	1455	117	3235	3235	0	0	3235	3209	3006	76	7	117	0	3	26	25	1	0	0	0	3235	25	3210	3235	1554	1681	3006	1433	1573	76	46	30	7	3	4	117	59	58	0	0	0	3	2	1	26	11	15	25	12	13	2987	1424	1563	41	43	29	6	30	0	34	34	22	43
42	215300	79	42079215300	15480	233345863	3983	1894	1894	0	1894	1550	344	3983	3983	0	0	3983	3972	3948	10	2	10	0	2	11	10	1	0	0	0	3983	24	3959	3983	2043	1940	3948	2022	1926	10	5	5	2	1	1	10	6	4	0	0	0	2	2	0	11	7	4	24	13	11	3930	2013	1917	42	42	50	45	46	0	15	35	29	42
42	215400	79	42079215400	14588	97992767	2359	1229	1229	0	1229	961	268	2359	2359	0	0	2359	2351	2328	2	3	15	0	3	8	8	0	0	0	0	2359	20	2339	2359	1154	1205	2328	1141	1187	2	1	1	3	1	2	15	7	8	0	0	0	3	1	2	8	3	5	20	6	14	2311	1135	1176	39	39	57	52	23	0	33	46	12	39
42	215501	79	42079215501	13033	25226960	3995	1502	1502	0	1502	1450	52	3995	3995	0	0	3995	3969	3842	33	2	84	0	8	26	26	0	0	0	0	3995	42	3953	3995	1923	2072	3842	1841	2001	33	21	12	2	1	1	84	42	42	0	0	0	8	4	4	26	14	12	42	20	22	3805	1822	1983	38	38	34	29	35	0	15	19	35	38
42	215502	79	42079215502	12337	33809913	5593	2071	2071	0	2071	2005	66	5593	5593	0	0	5593	5561	5402	31	2	111	0	15	32	30	2	0	0	0	5593	66	5527	5593	2745	2848	5402	2654	2748	31	14	17	2	1	1	111	54	57	0	0	0	15	7	8	32	15	17	66	34	32	5354	2629	2725	40	41	46	23	38	0	20	19	17	41
42	215503	79	42079215503	12646	28696552	2460	950	950	0	950	907	43	2460	2460	0	0	2460	2449	2378	12	0	50	0	9	11	10	1	0	0	0	2460	41	2419	2460	1189	1271	2378	1155	1223	12	6	6	0	0	0	50	18	32	0	0	0	9	3	6	11	7	4	41	18	23	2347	1140	1207	37	38	26	0	31	0	27	22	32	38
42	215504	79	42079215504	12338	91745217	3892	1621	1621	0	1621	1453	168	3892	3892	0	0	3892	3876	3861	6	0	5	0	4	16	12	4	0	0	0	3892	18	3874	3892	1951	1941	3861	1934	1927	6	2	4	0	0	0	5	2	3	0	0	0	4	3	1	16	10	6	18	10	8	3853	1930	1923	39	39	22	0	55	0	43	18	23	39
42	215600	79	42079215600	10721	42363149	5006	2166	2166	0	2166	1789	377	5006	5006	0	0	5006	4991	4514	429	6	15	0	27	15	15	0	0	0	0	5006	115	4891	5006	2808	2198	4514	2346	2168	429	414	15	6	6	0	15	9	6	0	0	0	27	23	4	15	10	5	115	105	10	4423	2264	2159	38	40	31	41	31	0	28	30	29	40
42	215701	79	42079215701	13619	55128350	2568	988	988	0	988	952	36	2568	2568	0	0	2568	2553	2538	3	1	11	0	0	15	14	1	0	0	0	2568	1	2567	2568	1308	1260	2538	1294	1244	3	3	0	1	1	0	11	2	9	0	0	0	0	0	0	15	8	7	1	1	0	2537	1293	1244	39	39	28	56	30	0	0	27	55	39
42	215702	79	42079215702	14396	51541693	2100	857	857	0	857	769	88	2100	2100	0	0	2100	2095	2085	3	2	5	0	0	5	5	0	0	0	0	2100	11	2089	2100	1066	1034	2085	1061	1024	3	2	1	2	2	0	5	0	5	0	0	0	0	0	0	5	1	4	11	5	6	2076	1057	1019	39	39	17	71	24	0	0	44	16	40
42	215800	79	42079215800	14395	111986122	2742	1258	1258	0	1258	1041	217	2742	2742	0	0	2742	2724	2721	1	0	1	0	1	18	15	3	0	0	0	2742	13	2729	2742	1387	1355	2721	1376	1345	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	18	11	7	13	6	7	2712	1371	1341	38	38	4	0	49	0	28	27	14	38
42	215900	79	42079215900	15759	199881133	3545	1587	1587	0	1587	1356	231	3545	3545	0	0	3545	3518	3481	13	14	6	1	3	27	21	6	0	0	0	3545	20	3525	3545	1776	1769	3481	1744	1737	13	7	6	14	6	8	6	3	3	1	1	0	3	1	2	27	14	13	20	10	10	3469	1740	1729	39	39	15	14	29	35	6	19	35	39
42	216000	79	42079216000	14397	958546	959	478	478	0	478	415	63	959	959	0	0	959	951	949	0	0	0	0	2	8	8	0	0	0	0	959	1	958	959	449	510	949	443	506	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	8	4	4	1	1	0	949	443	506	40	40	0	0	0	0	20	38	24	40
42	216100	79	42079216100	14562	75123215	4269	1924	1924	0	1924	1743	181	4269	4269	0	0	4269	4255	4210	20	1	13	0	11	14	14	0	0	0	0	4269	28	4241	4269	2107	2162	4210	2070	2140	20	14	6	1	1	0	13	5	8	0	0	0	11	7	4	14	10	4	28	14	14	4193	2063	2130	41	41	30	36	31	0	22	19	29	41
42	216200	79	42079216200	14361	130791250	5252	2345	2345	0	2345	2125	220	5252	5252	0	0	5252	5222	5160	22	8	15	4	13	30	30	0	0	0	0	5252	40	5212	5252	2587	2665	5160	2547	2613	22	10	12	8	5	3	15	6	9	4	2	2	13	6	7	30	11	19	40	19	21	5143	2540	2603	39	39	14	49	35	42	11	16	20	39
42	216400	79	42079216400	15043	63335594	2132	965	965	0	965	832	133	2132	2132	0	0	2132	2130	2114	11	2	1	0	2	2	2	0	0	0	0	2132	10	2122	2132	1100	1032	2114	1090	1024	11	6	5	2	2	0	1	0	1	0	0	0	2	1	1	2	1	1	10	5	5	2106	1086	1020	42	42	18	37	8	0	52	26	25	43
42	216501	79	42079216501	13790	2763897	1958	817	817	0	817	793	24	1958	1958	0	0	1958	1952	1907	1	0	44	0	0	6	6	0	0	0	0	1958	14	1944	1958	926	1032	1907	899	1008	1	1	0	0	0	0	44	22	22	0	0	0	0	0	0	6	4	2	14	5	9	1895	895	1000	42	43	52	0	19	0	0	14	46	43
42	216502	79	42079216502	14194	56759431	3652	1302	1302	0	1302	1222	80	3652	3652	0	0	3652	3639	3580	10	4	37	0	8	13	13	0	0	0	0	3652	26	3626	3652	1878	1774	3580	1841	1739	10	5	5	4	3	1	37	19	18	0	0	0	8	3	5	13	7	6	26	14	12	3563	1830	1733	38	38	19	36	19	0	19	19	19	38
42	216600	79	42079216600	12926	86225457	7166	2747	2747	0	2747	2523	224	7166	7166	0	0	7166	7124	6642	406	11	36	1	28	42	36	4	2	0	0	7166	128	7038	7166	3585	3581	6642	3265	3377	406	261	145	11	6	5	36	17	19	1	0	1	28	19	9	42	17	25	128	67	61	6585	3240	3345	39	40	18	23	42	20	19	17	18	41
42	216700	79	42079216700	13789	1804078	3643	1847	1847	0	1847	1611	236	3643	3643	0	0	3643	3634	3590	4	2	26	0	12	9	9	0	0	0	0	3643	35	3608	3643	1693	1950	3590	1666	1924	4	1	3	2	2	0	26	13	13	0	0	0	12	7	5	9	4	5	35	22	13	3566	1652	1914	42	42	23	29	22	0	31	38	23	42
42	216800	79	42079216800	14844	116894596	3467	1723	1723	0	1723	1329	394	3467	3467	0	0	3467	3456	3403	37	1	8	0	7	11	11	0	0	0	0	3467	26	3441	3467	1752	1715	3403	1719	1684	37	24	13	1	1	0	8	1	7	0	0	0	7	3	4	11	4	7	26	15	11	3385	1708	1677	42	42	48	49	43	0	37	18	36	42
42	216900	79	42079216900	14845	44651898	4245	1814	1814	0	1814	1709	105	4245	4245	0	0	4245	4236	4218	4	0	8	0	6	9	6	3	0	0	0	4245	21	4224	4245	2105	2140	4218	2089	2129	4	3	1	0	0	0	8	3	5	0	0	0	6	2	4	9	8	1	21	10	11	4203	2081	2122	42	42	37	0	34	0	14	22	31	42
42	217001	79	42079217001	14350	63470512	1895	933	933	0	933	845	88	1895	1895	0	0	1895	1888	1874	3	0	7	0	4	7	7	0	0	0	0	1895	10	1885	1895	931	964	1874	924	950	3	2	1	0	0	0	7	1	6	0	0	0	4	2	2	7	2	5	10	7	3	1868	919	949	44	45	36	0	50	0	38	16	39	45
42	217002	79	42079217002	14196	8229665	2860	1255	1255	0	1255	1221	34	2860	2860	0	0	2860	2842	2788	8	5	13	0	28	18	16	2	0	0	0	2860	61	2799	2860	1232	1628	2788	1198	1590	8	4	4	5	1	4	13	7	6	0	0	0	28	15	13	18	7	11	61	31	30	2761	1185	1576	49	50	15	27	33	0	9	21	16	50
42	217100	79	42079217100	14198	1110735	3151	1594	1594	0	1594	1434	160	3151	3151	0	0	3151	3137	3087	16	0	8	0	26	14	14	0	0	0	0	3151	52	3099	3151	1471	1680	3087	1436	1651	16	8	8	0	0	0	8	3	5	0	0	0	26	19	7	14	5	9	52	31	21	3067	1425	1642	42	43	34	0	27	0	33	21	31	43
42	217200	79	42079217200	12860	2205474	2850	1538	1538	0	1538	1323	215	2850	2850	0	0	2850	2813	2661	30	4	21	0	97	37	37	0	0	0	0	2850	189	2661	2850	1309	1541	2661	1216	1445	30	16	14	4	2	2	21	10	11	0	0	0	97	49	48	37	16	21	189	98	91	2591	1178	1413	40	41	24	27	33	0	20	10	22	42
42	217300	79	42079217300	12825	5935730	3652	1548	1548	0	1548	1449	99	3652	3652	0	0	3652	3639	3567	7	4	50	0	11	13	13	0	0	0	0	3652	35	3617	3652	1696	1956	3567	1653	1914	7	4	3	4	2	2	50	28	22	0	0	0	11	4	7	13	5	8	35	17	18	3545	1641	1904	46	47	14	18	35	0	28	35	30	47
42	217400	79	42079217400	12859	2949472	1624	776	776	0	776	714	62	1624	1624	0	0	1624	1590	1451	37	2	12	0	88	34	34	0	0	0	0	1624	158	1466	1624	774	850	1451	684	767	37	21	16	2	0	2	12	5	7	0	0	0	88	46	42	34	18	16	158	91	67	1413	658	755	36	38	24	16	24	0	26	21	22	39
42	217500	79	42079217500	12858	577193	2242	1164	1164	0	1164	946	218	2242	2242	0	0	2242	2214	1944	29	6	13	2	220	28	26	1	0	1	0	2242	316	1926	2242	1103	1139	1944	928	1016	29	21	8	6	4	2	13	5	8	2	2	0	220	126	94	28	17	11	316	180	136	1873	890	983	36	37	29	46	48	31	24	32	24	38
42	217600	79	42079217600	14200	501663	2460	1299	1299	0	1299	1114	185	2460	2460	0	0	2460	2436	2314	19	13	19	0	71	24	24	0	0	0	0	2460	121	2339	2460	1160	1300	2314	1088	1226	19	13	6	13	5	8	19	9	10	0	0	0	71	34	37	24	11	13	121	64	57	2281	1068	1213	37	38	28	24	48	0	19	25	21	39
42	217700	79	42079217700	14197	1431427	4351	2164	2164	0	2164	1968	196	4351	4351	0	0	4351	4322	4174	41	9	15	1	82	29	29	0	0	0	0	4351	155	4196	4351	2027	2324	4174	1918	2256	41	30	11	9	6	3	15	7	8	1	0	1	82	51	31	29	15	14	155	90	65	4121	1893	2228	41	42	35	20	17	88	24	10	21	42
42	217800	79	42079217800	14199	762822	2999	1473	1473	0	1473	1333	140	2999	2999	0	0	2999	2971	2894	13	0	14	0	50	28	23	0	5	0	0	2999	106	2893	2999	1358	1641	2894	1306	1588	13	5	8	0	0	0	14	7	7	0	0	0	50	29	21	28	11	17	106	65	41	2850	1276	1574	40	40	29	0	25	0	29	14	26	40
42	217900	79	42079217900	14195	4018004	3542	1834	1834	0	1834	1634	200	3542	3542	0	0	3542	3527	3461	20	2	8	0	36	15	15	0	0	0	0	3542	79	3463	3542	1705	1837	3461	1647	1814	20	18	2	2	2	0	8	5	3	0	0	0	36	26	10	15	7	8	79	52	27	3418	1621	1797	41	42	11	10	37	0	22	26	22	42
42	100	81	42081000100	13415	2614164	3254	1459	1459	0	1459	1400	59	3254	3254	0	0	3254	3208	3031	124	7	33	1	12	46	40	6	0	0	0	3254	36	3218	3254	1515	1739	3031	1412	1619	124	60	64	7	4	3	33	11	22	1	0	1	12	8	4	46	20	26	36	21	15	3009	1400	1609	41	43	18	47	36	20	19	14	31	43
42	200	81	42081000200	14304	1775987	2283	987	987	0	987	932	55	2283	2283	0	0	2283	2256	2073	146	5	25	0	7	27	21	6	0	0	0	2283	15	2268	2283	1110	1173	2073	1001	1072	146	76	70	5	2	3	25	12	13	0	0	0	7	4	3	27	15	12	15	10	5	2071	1000	1071	40	41	18	47	27	0	15	19	32	41
42	300	81	42081000300	14720	2163308	5973	2799	2799	0	2799	2485	314	5973	5973	0	0	5973	5863	5046	750	30	16	0	21	110	106	4	0	0	0	5973	81	5892	5973	2925	3048	5046	2443	2603	750	395	355	30	14	16	16	5	11	0	0	0	21	13	8	110	55	55	81	38	43	4997	2417	2580	33	35	27	30	24	0	23	8	22	35
42	400	81	42081000400	14721	1286518	5046	2590	2590	0	2590	2275	315	5046	5046	0	0	5046	4915	3213	1600	28	17	0	57	131	117	14	0	0	0	5046	76	4970	5046	2366	2680	3213	1474	1739	1600	786	814	28	12	16	17	6	11	0	0	0	57	25	32	131	63	68	76	37	39	3192	1465	1727	31	35	25	37	41	0	15	9	19	35
42	500	81	42081000500	13416	899714	3036	986	986	0	986	878	108	3036	3036	0	0	3036	3003	2736	217	1	31	2	16	33	29	4	0	0	0	3036	28	3008	3036	1443	1593	2736	1290	1446	217	107	110	1	0	1	31	16	15	2	2	0	16	7	9	33	21	12	28	13	15	2719	1279	1440	22	22	27	7	29	28	26	20	21	22
42	600	81	42081000600	14300	1908405	3058	1490	1490	0	1490	1259	231	3058	3058	0	0	3058	3010	2643	328	17	11	0	11	48	41	4	3	0	0	3058	34	3024	3058	1674	1384	2643	1393	1250	328	233	95	17	12	5	11	6	5	0	0	0	11	5	6	48	25	23	34	16	18	2624	1384	1240	36	37	31	38	31	0	27	17	27	37
42	800	81	42081000800	12651	2523827	2140	611	611	0	611	563	48	2140	2140	0	0	2140	2118	1814	287	2	1	0	14	22	22	0	0	0	0	2140	26	2114	2140	1430	710	1814	1263	551	287	139	148	2	1	1	1	1	0	0	0	0	14	11	3	22	15	7	26	21	5	1805	1256	549	20	20	20	44	25	0	21	32	20	20
42	900	81	42081000900	14722	5654544	2617	1121	1121	0	1121	1046	75	2617	2617	0	0	2617	2563	2431	104	11	13	1	3	54	54	0	0	0	0	2617	7	2610	2617	1192	1425	2431	1086	1345	104	59	45	11	7	4	13	7	6	1	1	0	3	2	1	54	30	24	7	3	4	2424	1083	1341	35	36	22	20	28	8	13	12	15	36
42	1000	81	42081001000	14322	4183353	3299	1481	1481	0	1481	1381	100	3299	3299	0	0	3299	3238	2840	354	10	28	0	6	61	60	1	0	0	0	3299	37	3262	3299	1520	1779	2840	1316	1524	354	156	198	10	7	3	28	15	13	0	0	0	6	1	5	61	25	36	37	17	20	2825	1308	1517	32	34	16	29	35	0	24	9	11	34
42	10100	81	42081010100	15609	679173789	2467	1509	1509	0	1509	946	563	2467	2467	0	0	2467	2461	2434	13	12	0	1	1	6	6	0	0	0	0	2467	9	2458	2467	1239	1228	2434	1217	1217	13	7	6	12	8	4	0	0	0	1	1	0	1	1	0	6	5	1	9	4	5	2428	1216	1212	40	40	38	48	0	55	13	21	35	40
42	10200	81	42081010200	14847	625227921	1161	1552	1552	0	1552	508	1044	1161	1161	0	0	1161	1153	1150	2	0	0	0	1	8	8	0	0	0	0	1161	4	1157	1161	608	553	1150	600	550	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	8	5	3	4	4	0	1149	599	550	46	46	40	0	0	0	35	3	13	46
42	10300	81	42081010300	13817	140800128	3568	1413	1413	0	1413	1302	111	3568	3568	0	0	3568	3552	3537	3	3	9	0	0	16	16	0	0	0	0	3568	6	3562	3568	1798	1770	3537	1783	1754	3	1	2	3	2	1	9	3	6	0	0	0	0	0	0	16	9	7	6	1	5	3531	1782	1749	36	36	11	46	17	0	0	25	18	36
42	10400	81	42081010400	12657	180611678	5581	2368	2368	0	2368	2147	221	5581	5581	0	0	5581	5539	5497	20	4	18	0	0	42	42	0	0	0	0	5581	17	5564	5581	2802	2779	5497	2761	2736	20	12	8	4	4	0	18	4	14	0	0	0	0	0	0	42	21	21	17	8	9	5484	2755	2729	39	40	11	52	29	0	0	14	21	40
42	10500	81	42081010500	14378	450836141	6076	2662	2662	0	2662	2266	396	6076	6076	0	0	6076	6055	6015	12	12	11	0	5	21	18	3	0	0	0	6076	19	6057	6076	3044	3032	6015	3017	2998	12	8	4	12	3	9	11	5	6	0	0	0	5	2	3	21	9	12	19	6	13	6000	3014	2986	39	39	18	36	14	0	22	20	16	39
42	10600	81	42081010600	15129	294750761	4392	1951	1951	0	1951	1674	277	4392	4392	0	0	4392	4382	4367	6	5	4	0	0	10	10	0	0	0	0	4392	0	4392	4392	2256	2136	4367	2241	2126	6	4	2	5	2	3	4	3	1	0	0	0	0	0	0	10	6	4	0	0	0	4367	2241	2126	39	39	41	47	34	0	0	39	0	39
42	10700	81	42081010700	12658	82673885	5962	2572	2572	0	2572	2413	159	5962	5962	0	0	5962	5925	5885	10	14	8	0	8	37	36	1	0	0	0	5962	26	5936	5962	2933	3029	5885	2890	2995	10	5	5	14	4	10	8	5	3	0	0	0	8	5	3	37	24	13	26	12	14	5872	2886	2986	38	38	17	39	34	0	13	20	25	38
42	10800	81	42081010800	16048	94821839	7209	3123	3123	0	3123	2920	203	7209	7209	0	0	7209	7164	7096	8	16	31	0	13	45	41	3	0	1	0	7209	40	7169	7209	3444	3765	7096	3388	3708	8	6	2	16	9	7	31	11	20	0	0	0	13	8	5	45	22	23	40	18	22	7071	3380	3691	40	41	27	23	32	0	28	25	28	41
42	10900	81	42081010900	16046	30096896	2659	1100	1100	0	1100	1020	80	2659	2659	0	0	2659	2640	2605	16	8	10	0	1	19	16	3	0	0	0	2659	14	2645	2659	1294	1365	2605	1259	1346	16	14	2	8	5	3	10	5	5	0	0	0	1	0	1	19	11	8	14	5	9	2593	1255	1338	39	39	27	30	31	0	3	17	22	39
42	11000	81	42081011000	13818	10475759	4777	2169	2169	0	2169	2067	102	4777	4777	0	0	4777	4757	4730	5	3	16	0	3	20	20	0	0	0	0	4777	20	4757	4777	2270	2507	4730	2243	2487	5	5	0	3	3	0	16	7	9	0	0	0	3	3	0	20	9	11	20	9	11	4714	2237	2477	41	42	8	50	29	0	32	12	15	42
42	11100	81	42081011100	13819	8714189	5641	2648	2648	0	2648	2534	114	5641	5641	0	0	5641	5577	5248	242	5	48	1	33	64	58	6	0	0	0	5641	71	5570	5641	2478	3163	5248	2303	2945	242	105	137	5	2	3	48	20	28	1	1	0	33	16	17	64	31	33	71	29	42	5214	2291	2923	47	49	14	42	29	10	16	10	17	49
42	11200	81	42081011200	14530	45703761	5235	2039	2039	0	2039	1967	72	5235	5235	0	0	5235	5187	5064	45	9	66	0	3	48	48	0	0	0	0	5235	22	5213	5235	2408	2827	5064	2324	2740	45	22	23	9	4	5	66	33	33	0	0	0	3	2	1	48	23	25	22	10	12	5047	2315	2732	47	47	52	38	33	0	13	19	33	47
42	11300	81	42081011300	14245	58534182	7905	3379	3379	0	3379	3226	153	7905	7905	0	0	7905	7855	7719	64	13	47	0	12	50	45	5	0	0	0	7905	17	7888	7905	3932	3973	7719	3828	3891	64	32	32	13	5	8	47	21	26	0	0	0	12	9	3	50	37	13	17	7	10	7710	3826	3884	41	41	20	25	40	0	19	21	20	41
42	11400	81	42081011400	12650	83264509	1710	765	765	0	765	694	71	1710	1710	0	0	1710	1703	1696	4	3	0	0	0	7	7	0	0	0	0	1710	6	1704	1710	833	877	1696	828	868	4	1	3	3	1	2	0	0	0	0	0	0	0	0	0	7	3	4	6	1	5	1691	827	864	41	41	62	57	0	0	0	30	51	41
42	11600	81	42081011600	14323	6309903	7692	3442	3442	0	3442	3275	167	7692	7692	0	0	7692	7656	7594	30	9	19	2	2	36	35	1	0	0	0	7692	37	7655	7692	3744	3948	7594	3696	3898	30	17	13	9	4	5	19	11	8	2	1	1	2	1	1	36	14	22	37	21	16	7560	3677	3883	39	39	31	26	30	51	23	12	23	39
42	11700	81	42081011700	14557	221915427	7749	2453	2453	0	2453	2251	202	7749	7749	0	0	7749	7720	6837	774	19	23	0	67	29	29	0	0	0	0	7749	120	7629	7749	3826	3923	6837	3456	3381	774	325	449	19	8	11	23	15	8	0	0	0	67	4	63	29	18	11	120	31	89	6789	3432	3357	36	37	34	36	29	0	32	29	31	37
42	11800	81	42081011800	13728	138361082	3439	1229	1229	0	1229	1161	68	3439	3439	0	0	3439	3419	3400	1	3	5	0	10	20	19	1	0	0	0	3439	22	3417	3439	1770	1669	3400	1750	1650	1	0	1	3	2	1	5	2	3	0	0	0	10	5	5	20	11	9	22	11	11	3390	1746	1644	35	35	21	23	52	0	16	16	22	35
42	11900	81	42081011900	16047	22973938	6115	2566	2566	0	2566	2413	153	6115	6115	0	0	6115	6098	6036	24	9	19	4	6	17	17	0	0	0	0	6115	9	6106	6115	2828	3287	6036	2788	3248	24	14	10	9	4	5	19	6	13	4	1	3	6	4	2	17	11	6	9	5	4	6030	2785	3245	37	37	40	18	27	21	8	29	35	37
42	420100	83	42083420100	14218	94513190	3712	1635	1635	0	1635	1519	116	3712	3712	0	0	3712	3698	3654	3	15	23	0	3	14	14	0	0	0	0	3712	13	3699	3712	1802	1910	3654	1776	1878	3	1	2	15	7	8	23	9	14	0	0	0	3	1	2	14	8	6	13	6	7	3644	1771	1873	41	41	38	21	36	0	41	56	35	41
42	420200	83	42083420200	13384	2880666	3355	1748	1748	0	1748	1538	210	3355	3355	0	0	3355	3337	3294	12	12	6	1	12	18	16	2	0	0	0	3355	34	3321	3355	1596	1759	3294	1562	1732	12	9	3	12	3	9	6	2	4	1	0	1	12	9	3	18	11	7	34	22	12	3273	1549	1724	33	33	21	49	48	19	27	17	21	33
42	420300	83	42083420300	13383	1514729	2758	1246	1246	0	1246	1120	126	2758	2758	0	0	2758	2739	2694	12	8	12	2	11	19	15	4	0	0	0	2758	26	2732	2758	1257	1501	2694	1227	1467	12	3	9	8	4	4	12	5	7	2	2	0	11	6	5	19	10	9	26	14	12	2675	1217	1458	35	35	14	32	35	5	14	21	32	35
42	420400	83	42083420400	13417	4539284	3062	1377	1377	0	1377	1264	113	3062	3062	0	0	3062	3041	2980	21	8	30	0	2	21	21	0	0	0	0	3062	27	3035	3062	1451	1611	2980	1400	1580	21	15	6	8	6	2	30	16	14	0	0	0	2	2	0	21	12	9	27	17	10	2960	1388	1572	39	39	31	38	45	0	29	14	16	39
