STATE,TRACT,AREALAND,POP100,H001001,H002001,H002005,H003001,H003002,H003003,P001001,P002001,P002002,P002005,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P003009,P003010,P003026,P003047,P003063,P003070,P004001,P004002,P004003,P012001,P012002,P012026,P012A001,state,county,tract
42,011507,0000046641117,00002845,1021,1021,0,1021,976,45,2845,2845,0,0,2845,2832,2814,10,3,1,0,4,13,12,1,0,0,0,2845,20,2825,2845,1410,1435,2814,42,049,011507
42,011508,0000007542674,00000928,227,227,0,227,218,9,928,928,0,0,928,920,857,36,1,21,2,3,8,8,0,0,0,0,928,12,916,928,529,399,857,42,049,011508
42,011600,0000003389840,00004601,1795,1795,0,1795,1730,65,4601,4601,0,0,4601,4565,4493,37,4,4,0,27,36,35,1,0,0,0,4601,86,4515,4601,2235,2366,4493,42,049,011600
42,011701,0000037689775,00002962,1393,1393,0,1393,1237,156,2962,2962,0,0,2962,2953,2938,6,0,1,2,6,9,9,0,0,0,0,2962,21,2941,2962,1457,1505,2938,42,049,011701
42,011702,0000159626339,00006649,1997,1997,0,1997,1914,83,6649,6649,0,0,6649,6598,6465,77,5,34,1,16,51,44,5,0,2,0,6649,50,6599,6649,3414,3235,6465,42,049,011702
42,011801,0000113707887,00002655,987,987,0,987,919,68,2655,2655,0,0,2655,2645,2630,2,2,10,0,1,10,10,0,0,0,0,2655,7,2648,2655,1327,1328,2630,42,049,011801
42,011802,0000188744018,00003363,1305,1305,0,1305,1216,89,3363,3363,0,0,3363,3336,3311,2,5,16,0,2,27,27,0,0,0,0,3363,6,3357,3363,1684,1679,3311,42,049,011802
42,011900,0000015797075,00006834,2868,2868,0,2868,2660,208,6834,6834,0,0,6834,6768,6710,20,20,11,1,6,66,58,4,0,4,0,6834,62,6772,6834,3207,3627,6710,42,049,011900
42,012001,0000167763648,00002803,1039,1039,0,1039,985,54,2803,2803,0,0,2803,2798,2791,2,0,0,0,5,5,5,0,0,0,0,2803,9,2794,2803,1443,1360,2791,42,049,012001
42,012002,0000004851727,00003463,1422,1422,0,1422,1326,96,3463,3463,0,0,3463,3442,3391,5,11,26,1,8,21,18,3,0,0,0,3463,29,3434,3463,1630,1833,3391,42,049,012002
42,012100,0000222383831,00007419,2829,2829,0,2829,2636,193,7419,7419,0,0,7419,7359,7310,27,7,6,0,9,60,60,0,0,0,0,7419,35,7384,7419,3739,3680,7310,42,049,012100
42,012201,0000191613067,00006135,2289,2289,0,2289,2193,96,6135,6135,0,0,6135,6083,6041,16,6,11,0,9,52,46,4,2,0,0,6135,38,6097,6135,3132,3003,6041,42,049,012201
42,012202,0000005998886,00006950,2242,2242,0,2242,2087,155,6950,6950,0,0,6950,6884,6414,309,11,112,2,36,66,61,5,0,0,0,6950,69,6881,6950,3262,3688,6414,42,049,012202
42,260100,0000026159696,00006386,2985,2985,0,2985,2719,266,6386,6386,0,0,6386,6360,6243,86,11,13,0,7,26,26,0,0,0,0,6386,21,6365,6386,2961,3425,6243,42,051,260100
42,260200,0000055787847,00004550,2076,2076,0,2076,1968,108,4550,4550,0,0,4550,4528,4428,86,3,9,0,2,22,22,0,0,0,0,4550,9,4541,4550,2168,2382,4428,42,051,260200
42,260300,0000057491947,00004062,1681,1681,0,1681,1599,82,4062,4062,0,0,4062,4048,3993,50,2,2,1,0,14,14,0,0,0,0,4062,12,4050,4062,2038,2024,3993,42,051,260300
42,260401,0000029287808,00002681,1072,1072,0,1072,1032,40,2681,2681,0,0,2681,2679,2670,2,0,7,0,0,2,2,0,0,0,0,2681,1,2680,2681,1347,1334,2670,42,051,260401
42,260402,0000083088886,00005101,2134,2134,0,2134,1991,143,5101,5101,0,0,5101,5088,5062,2,7,6,3,8,13,13,0,0,0,0,5101,12,5089,5101,2597,2504,5062,42,051,260402
42,260500,0000252754262,00006827,3028,3028,0,3028,2544,484,6827,6827,0,0,6827,6783,6770,0,8,4,0,1,44,42,2,0,0,0,6827,34,6793,6827,3431,3396,6770,42,051,260500
42,260600,0000032625616,00004782,2050,2050,0,2050,1930,120,4782,4782,0,0,4782,4764,4712,46,1,2,0,3,18,18,0,0,0,0,4782,10,4772,4782,2339,2443,4712,42,051,260600
42,260700,0000002453881,00004376,2024,2024,0,2024,1823,201,4376,4376,0,0,4376,4337,4141,175,8,7,0,6,39,37,2,0,0,0,4376,18,4358,4376,2008,2368,4141,42,051,260700
42,260800,0000002785851,00004752,2401,2401,0,2401,2132,269,4752,4752,0,0,4752,4709,4488,184,4,23,0,10,43,38,5,0,0,0,4752,31,4721,4752,2234,2518,4488,42,051,260800
42,260900,0000051607403,00004705,1973,1973,0,1973,1853,120,4705,4705,0,0,4705,4687,4573,94,5,12,0,3,18,16,2,0,0,0,4705,12,4693,4705,2280,2425,4573,42,051,260900
42,261000,0000076730748,00002628,1072,1072,0,1072,1012,60,2628,2628,0,0,2628,2617,2582,23,4,1,0,7,11,10,1,0,0,0,2628,3,2625,2628,1299,1329,2582,42,051,261000
42,261100,0000053887726,00002810,1132,1132,0,1132,1087,45,2810,2810,0,0,2810,2796,2753,36,1,5,0,1,14,13,1,0,0,0,2810,13,2797,2810,1380,1430,2753,42,051,261100
42,261200,0000002596862,00002804,1550,1550,0,1550,1238,312,2804,2804,0,0,2804,2741,2410,320,3,2,0,6,63,63,0,0,0,0,2804,23,2781,2804,1273,1531,2410,42,051,261200
42,261300,0000080864682,00005452,2405,2405,0,2405,2222,183,5452,5452,0,0,5452,5393,5171,206,5,6,0,5,59,58,1,0,0,0,5452,20,5432,5452,2577,2875,5171,42,051,261300
42,261400,0000058524138,00006397,2943,2943,0,2943,2651,292,6397,6397,0,0,6397,6322,5771,515,7,7,3,19,75,72,3,0,0,0,6397,19,6378,6397,3027,3370,5771,42,051,261400
42,261500,0000055029487,00004644,1964,1964,0,1964,1810,154,4644,4644,0,0,4644,4604,4448,145,6,5,0,0,40,38,2,0,0,0,4644,16,4628,4644,2202,2442,4448,42,051,261500
42,261600,0000027502254,00003127,1358,1358,0,1358,1260,98,3127,3127,0,0,3127,3119,3098,8,5,8,0,0,8,6,1,0,1,0,3127,11,3116,3127,1527,1600,3098,42,051,261600
42,261700,0000008924697,00003317,1506,1506,0,1506,1359,147,3317,3317,0,0,3317,3287,3056,204,5,15,1,6,30,30,0,0,0,0,3317,14,3303,3317,1505,1812,3056,42,051,261700
42,261800,0000010095419,00004052,1893,1893,0,1893,1794,99,4052,4052,0,0,4052,4038,3901,120,3,6,1,7,14,14,0,0,0,0,4052,16,4036,4052,1885,2167,3901,42,051,261800
42,261900,0000001601774,00004057,2203,2203,0,2203,1828,375,4057,4057,0,0,4057,4017,3665,331,5,5,2,9,40,39,1,0,0,0,4057,29,4028,4057,1943,2114,3665,42,051,261900
42,262000,0000016620813,00005210,2063,2063,0,2063,1986,77,5210,5210,0,0,5210,5171,4992,88,3,83,1,4,39,33,6,0,0,0,5210,16,5194,5210,2363,2847,4992,42,051,262000
42,262100,0000002491673,00002830,1241,1241,0,1241,1167,74,2830,2830,0,0,2830,2802,2606,188,1,2,0,5,28,27,1,0,0,0,2830,15,2815,2830,1266,1564,2606,42,051,262100
42,262200,0000001873667,00003973,2067,2067,0,2067,1832,235,3973,3973,0,0,3973,3935,3732,153,0,42,1,7,38,38,0,0,0,0,3973,12,3961,3973,1815,2158,3732,42,051,262200
42,262300,0000001799730,00004392,2050,2050,0,2050,1763,287,4392,4392,0,0,4392,4290,3058,1202,7,3,1,19,102,88,13,0,1,0,4392,27,4365,4392,1994,2398,3058,42,051,262300
42,262400,0000024232100,00003297,1491,1491,0,1491,1410,81,3297,3297,0,0,3297,3272,3160,95,4,10,0,3,25,19,6,0,0,0,3297,6,3291,3297,1584,1713,3160,42,051,262400
42,262500,0000053702117,00003644,1477,1477,0,1477,1392,85,3644,3644,0,0,3644,3617,3564,36,4,11,0,2,27,27,0,0,0,0,3644,19,3625,3644,1783,1861,3564,42,051,262500
42,262600,0000098646092,00003454,1503,1503,0,1503,1367,136,3454,3454,0,0,3454,3438,3412,19,2,5,0,0,16,16,0,0,0,0,3454,12,3442,3454,1689,1765,3412,42,051,262600
42,262700,0000503793032,00007231,3543,3543,0,3543,2503,1040,7231,7231,0,0,7231,7209,7175,10,8,7,1,8,22,20,2,0,0,0,7231,28,7203,7231,3597,3634,7175,42,051,262700
42,262800,0000094136936,00007339,3018,3018,0,3018,2842,176,7339,7339,0,0,7339,7268,7132,124,8,2,0,2,71,70,1,0,0,0,7339,22,7317,7339,3552,3787,7132,42,051,262800
42,262900,0000086327501,00005595,2333,2333,0,2333,2148,185,5595,5595,0,0,5595,5562,5139,403,11,4,0,5,33,32,1,0,0,0,5595,25,5570,5595,2679,2916,5139,42,051,262900
42,263000,0000003935265,00003611,1701,1701,0,1701,1536,165,3611,3611,0,0,3611,3590,3368,202,8,1,0,11,21,21,0,0,0,0,3611,8,3603,3611,1639,1972,3368,42,051,263000
42,263100,0000144483194,00006296,2729,2729,0,2729,2466,263,6296,6296,0,0,6296,6248,6189,36,12,5,2,4,48,40,8,0,0,0,6296,42,6254,6296,3098,3198,6189,42,051,263100
42,263200,0000034979329,00002441,1047,1047,0,1047,980,67,2441,2441,0,0,2441,2429,2415,6,4,3,1,0,12,12,0,0,0,0,2441,8,2433,2441,1164,1277,2415,42,051,263200
42,263300,0000009626383,00001821,777,777,0,777,725,52,1821,1821,0,0,1821,1811,1780,28,3,0,0,0,10,10,0,0,0,0,1821,0,1821,1821,892,929,1780,42,051,263300
42,980100,0000535255243,00002027,3080,3080,0,3080,734,2346,2027,2027,0,0,2027,2015,1862,107,9,4,0,33,12,12,0,0,0,0,2027,49,1978,2027,1124,903,1862,42,053,980100
42,980200,0000573562111,00002919,5621,5621,0,5621,1266,4355,2919,2919,0,0,2919,2901,2883,3,11,3,0,1,18,18,0,0,0,0,2919,11,2908,2919,1480,1439,2883,42,053,980200
42,010100,0000292394385,00004091,1827,1827,0,1827,1487,340,4091,4091,0,0,4091,4085,4045,22,0,7,0,11,6,6,0,0,0,0,4091,17,4074,4091,2029,2062,4045,42,055,010100
42,010200,0000266985134,00004088,1578,1578,0,1578,1493,85,4088,4088,0,0,4088,4076,4023,30,3,6,1,13,12,12,0,0,0,0,4088,22,4066,4088,2096,1992,4023,42,055,010200
42,010300,0000100403075,00007488,2953,2953,0,2953,2832,121,7488,7488,0,0,7488,7424,7249,115,8,38,2,12,64,62,1,1,0,0,7488,46,7442,7488,3604,3884,7249,42,055,010300
42,010400,0000060443861,00006749,2940,2940,0,2940,2808,132,6749,6749,0,0,6749,6695,6491,101,5,56,7,35,54,51,3,0,0,0,6749,112,6637,6749,3253,3496,6491,42,055,010400
42,010500,0000086550872,00005535,2369,2369,0,2369,2214,155,5535,5535,0,0,5535,5500,5350,88,5,31,5,21,35,33,2,0,0,0,5535,49,5486,5535,2712,2823,5350,42,055,010500
42,010600,0000021088807,00006075,2294,2294,0,2294,2212,82,6075,6075,0,0,6075,5977,5705,172,17,54,1,28,98,96,1,1,0,0,6075,93,5982,6075,3037,3038,5705,42,055,010600
42,010700,0000115041806,00007025,2836,2836,0,2836,2732,104,7025,7025,0,0,7025,6968,6860,60,10,21,0,17,57,54,3,0,0,0,7025,71,6954,7025,3498,3527,6860,42,055,010700
42,010800,0000003828453,00003727,1894,1894,0,1894,1808,86,3727,3727,0,0,3727,3689,3475,105,5,53,0,51,38,37,1,0,0,0,3727,118,3609,3727,1647,2080,3475,42,055,010800
42,010900,0000005124474,00003963,1853,1853,0,1853,1726,127,3963,3963,0,0,3963,3903,3440,313,6,13,2,129,60,57,3,0,0,0,3963,228,3735,3963,1865,2098,3440,42,055,010900
42,011000,0000004426564,00003701,1773,1773,0,1773,1575,198,3701,3701,0,0,3701,3592,2620,627,15,40,5,285,109,102,5,2,0,0,3701,563,3138,3701,1741,1960,2620,42,055,011000
42,011100,0000002623144,00003727,1514,1514,0,1514,1438,76,3727,3727,0,0,3727,3674,3486,125,3,27,2,31,53,52,1,0,0,0,3727,79,3648,3727,1488,2239,3486,42,055,011100
42,011200,0000001781913,00002744,1271,1271,0,1271,1175,96,2744,2744,0,0,2744,2678,2418,180,4,22,0,54,66,62,4,0,0,0,2744,152,2592,2744,1293,1451,2418,42,055,011200
42,011300,0000092418647,00008949,3612,3612,0,3612,3476,136,8949,8949,0,0,8949,8857,8499,230,10,66,7,45,92,81,11,0,0,0,8949,127,8822,8949,4363,4586,8499,42,055,011300
42,011400,0000133918367,00005775,2292,2292,0,2292,2141,151,5775,5775,0,0,5775,5740,5657,38,15,16,0,14,35,32,3,0,0,0,5775,43,5732,5775,2920,2855,5657,42,055,011400
42,011500,0000147264442,00005791,2488,2488,0,2488,2308,180,5791,5791,0,0,5791,5760,5576,138,2,14,0,30,31,31,0,0,0,0,5791,77,5714,5791,2822,2969,5576,42,055,011500
42,011600,0000252885714,00005283,1997,1997,0,1997,1913,84,5283,5283,0,0,5283,5270,5239,13,6,3,0,9,13,13,0,0,0,0,5283,24,5259,5283,2763,2520,5239,42,055,011600
42,011700,0000090079434,00006474,2383,2383,0,2383,2305,78,6474,6474,0,0,6474,6428,6317,44,24,20,0,23,46,41,5,0,0,0,6474,50,6424,6474,3218,3256,6317,42,055,011700
42,011800,0000004065683,00003722,1748,1748,0,1748,1661,87,3722,3722,0,0,3722,3695,3600,50,7,23,2,13,27,26,1,0,0,0,3722,36,3686,3722,1799,1923,3600,42,055,011800
42,011900,0000091355143,00006030,2215,2215,0,2215,2167,48,6030,6030,0,0,6030,6009,5926,53,7,16,0,7,21,19,2,0,0,0,6030,48,5982,6030,3000,3030,5926,42,055,011900
42,012000,0000117144555,00007203,2493,2493,0,2493,2357,136,7203,7203,0,0,7203,7162,6929,143,9,39,1,41,41,31,7,3,0,0,7203,72,7131,7203,3589,3614,6929,42,055,012000
42,012100,0000036891505,00003044,1248,1248,0,1248,1182,66,3044,3044,0,0,3044,3028,2962,21,2,31,1,11,16,14,2,0,0,0,3044,22,3022,3044,1479,1565,2962,42,055,012100
42,012200,0000002431035,00003232,1581,1581,0,1581,1448,133,3232,3232,0,0,3232,3211,3122,60,2,10,1,16,21,21,0,0,0,0,3232,42,3190,3232,1530,1702,3122,42,055,012200
42,012300,0000002642589,00003766,1821,1821,0,1821,1666,155,3766,3766,0,0,3766,3716,3501,163,11,19,0,22,50,47,3,0,0,0,3766,57,3709,3766,1699,2067,3501,42,055,012300
42,012400,0000003620665,00002616,1231,1231,0,1231,1114,117,2616,2616,0,0,2616,2593,2530,29,1,19,0,14,23,19,1,0,3,0,2616,49,2567,2616,1274,1342,2530,42,055,012400
42,012501,0000047659282,00005021,2022,2022,0,2022,1947,75,5021,5021,0,0,5021,5003,4886,48,6,49,0,14,18,17,1,0,0,0,5021,32,4989,5021,2453,2568,4886,42,055,012501
42,012502,0000016182652,00003494,1570,1570,0,1570,1448,122,3494,3494,0,0,3494,3471,3373,48,9,24,3,14,23,23,0,0,0,0,3494,39,3455,3494,1743,1751,3373,42,055,012502
42,990100,0000195523372,00004543,2197,2197,0,2197,1875,322,4543,4543,0,0,4543,4495,4390,81,14,7,2,1,48,46,2,0,0,0,4543,27,4516,4543,2226,2317,4390,42,057,990100
42,990200,0000534602328,00005325,2582,2582,0,2582,2087,495,5325,5325,0,0,5325,5291,5268,7,10,4,0,2,34,34,0,0,0,0,5325,14,5311,5325,2656,2669,5268,42,057,990200
42,990300,0000403164063,00004393,2011,2011,0,2011,1698,313,4393,4393,0,0,4393,4372,4354,6,5,4,0,3,21,21,0,0,0,0,4393,11,4382,4393,2251,2142,4354,42,057,990300
42,970100,0000099497527,00007120,3148,3148,0,3148,2891,257,7120,7120,0,0,7120,7052,7017,18,15,1,0,1,68,57,9,2,0,0,7120,34,7086,7120,3430,3690,7017,42,059,970100
42,970200,0000058532720,00003308,1424,1424,0,1424,1334,90,3308,3308,0,0,3308,3293,3204,74,8,7,0,0,15,14,1,0,0,0,3308,14,3294,3308,1570,1738,3204,42,059,970200
42,970300,0000226432592,00004980,2017,2017,0,2017,1850,167,4980,4980,0,0,4980,4956,4909,29,9,3,5,1,24,24,0,0,0,0,4980,15,4965,4980,2505,2475,4909,42,059,970300
42,970400,0000562214601,00004877,2218,2218,0,2218,1837,381,4877,4877,0,0,4877,4836,4826,3,5,0,1,1,41,38,2,1,0,0,4877,12,4865,4877,2441,2436,4826,42,059,970400
42,970500,0000235054318,00008893,2814,2814,0,2814,2620,194,8893,8893,0,0,8893,8855,7417,1376,9,42,1,10,38,38,0,0,0,0,8893,213,8680,8893,5312,3581,7417,42,059,970500
42,970600,0000002150716,00004184,1811,1811,0,1811,1619,192,4184,4184,0,0,4184,4161,4056,68,4,24,2,7,23,23,0,0,0,0,4184,27,4157,4184,2066,2118,4056,42,059,970600
42,970700,0000180577940,00002943,1307,1307,0,1307,1148,159,2943,2943,0,0,2943,2929,2914,6,8,1,0,0,14,13,1,0,0,0,2943,17,2926,2943,1453,1490,2914,42,059,970700
42,970800,0000127011616,00004367,1939,1939,0,1939,1761,178,4367,4367,0,0,4367,4346,4322,11,3,9,0,1,21,20,1,0,0,0,4367,25,4342,4367,2174,2193,4322,42,059,970800
42,950100,0000307741928,00001856,1161,1161,0,1161,723,438,1856,1856,0,0,1856,1846,1837,4,0,1,0,4,10,10,0,0,0,0,1856,3,1853,1856,939,917,1837,42,061,950100
42,950200,0000291455660,00003380,1537,1537,0,1537,1299,238,3380,3380,0,0,3380,3377,3351,3,2,3,0,18,3,3,0,0,0,0,3380,21,3359,3380,1691,1689,3351,42,061,950200
42,950300,0000166311030,00007942,2175,2175,0,2175,1968,207,7942,7942,0,0,7942,7843,5799,1880,10,19,4,131,99,98,1,0,0,0,7942,321,7621,7942,5463,2479,5799,42,061,950300
42,950400,0000008931070,00006918,2817,2817,0,2817,2626,191,6918,6918,0,0,6918,6841,6669,97,12,42,0,21,77,77,0,0,0,0,6918,46,6872,6918,3167,3751,6669,42,061,950400
42,950500,0000195003596,00003487,1652,1652,0,1652,1363,289,3487,3487,0,0,3487,3470,3435,18,2,14,0,1,17,16,1,0,0,0,3487,10,3477,3487,1727,1760,3435,42,061,950500
42,950600,0000215734888,00003889,2155,2155,0,2155,1538,617,3889,3889,0,0,3889,3872,3845,10,4,4,0,9,17,17,0,0,0,0,3889,11,3878,3889,1939,1950,3845,42,061,950600
42,950800,0000304103089,00003696,2102,2102,0,2102,1401,701,3696,3696,0,0,3696,3674,3648,18,3,0,0,5,22,20,2,0,0,0,3696,27,3669,3696,1858,1838,3648,42,061,950800
42,950900,0000002919168,00002504,1288,1288,0,1288,1166,122,2504,2504,0,0,2504,2451,2166,276,1,0,0,8,53,50,3,0,0,0,2504,30,2474,2504,1124,1380,2166,42,061,950900
42,951000,0000151198344,00002666,1336,1336,0,1336,1049,287,2666,2666,0,0,2666,2654,2625,16,5,7,0,1,12,12,0,0,0,0,2666,19,2647,2666,1318,1348,2625,42,061,951000
42,951100,0000205436870,00002025,993,993,0,993,754,239,2025,2025,0,0,2025,2016,2007,6,2,0,0,1,9,9,0,0,0,0,2025,9,2016,2025,1031,994,2007,42,061,951100
42,951200,0000282072275,00004791,2552,2552,0,2552,1897,655,4791,4791,0,0,4791,4769,4751,10,2,2,0,4,22,22,0,0,0,0,4791,16,4775,4791,2346,2445,4751,42,061,951200
42,951300,0000132883402,00002432,1290,1290,0,1290,975,315,2432,2432,0,0,2432,2424,2411,4,5,2,0,2,8,8,0,0,0,0,2432,11,2421,2432,1239,1193,2411,42,061,951300
42,960100,0000228511296,00004356,1793,1793,0,1793,1533,260,4356,4356,0,0,4356,4332,4319,4,1,4,0,4,24,23,1,0,0,0,4356,11,4345,4356,2202,2154,4319,42,063,960100
42,960200,0000234981009,00005018,1871,1871,0,1871,1637,234,5018,5018,0,0,5018,5009,4976,8,4,13,4,4,9,9,0,0,0,0,5018,0,5018,5018,2508,2510,4976,42,063,960200
42,960300,0000145520360,00002845,1205,1205,0,1205,1029,176,2845,2845,0,0,2845,2831,2822,5,3,1,0,0,14,14,0,0,0,0,2845,10,2835,2845,1398,1447,2822,42,063,960300
42,960400,0000136656451,00003995,1577,1577,0,1577,1431,146,3995,3995,0,0,3995,3960,3949,7,0,0,0,4,35,34,1,0,0,0,3995,21,3974,3995,1989,2006,3949,42,063,960400
42,960500,0000122872870,00003793,1539,1539,0,1539,1428,111,3793,3793,0,0,3793,3777,3753,13,3,6,0,2,16,15,1,0,0,0,3793,12,3781,3793,1908,1885,3753,42,063,960500
42,960600,0000197577470,00005345,2154,2154,0,2154,2022,132,5345,5345,0,0,5345,5315,5275,20,1,10,0,9,30,29,1,0,0,0,5345,23,5322,5345,2666,2679,5275,42,063,960600
42,960700,0000022342893,00006200,2961,2961,0,2961,2754,207,6200,6200,0,0,6200,6128,5713,172,9,215,0,19,72,71,1,0,0,0,6200,59,6141,6200,2859,3341,5713,42,063,960700
42,960800,0000044824894,00003910,1628,1628,0,1628,1534,94,3910,3910,0,0,3910,3893,3796,37,4,52,0,4,17,16,1,0,0,0,3910,22,3888,3910,1846,2064,3796,42,063,960800
42,960900,0000043098427,00003924,1964,1964,0,1964,1737,227,3924,3924,0,0,3924,3895,3707,139,3,34,0,12,29,28,1,0,0,0,3924,16,3908,3924,1880,2044,3707,42,063,960900
42,961000,0000001298875,00002355,1057,1057,0,1057,988,69,2355,2355,0,0,2355,2339,2270,44,4,16,1,4,16,16,0,0,0,0,2355,19,2336,2355,1210,1145,2270,42,063,961000
42,961101,0000001465119,00004893,2209,2209,0,2209,2081,128,4893,4893,0,0,4893,4852,4575,161,1,101,1,13,41,36,5,0,0,0,4893,46,4847,4893,2145,2748,4575,42,063,961101
42,961102,0000000505960,00005078,598,598,0,598,580,18,5078,5078,0,0,5078,5028,4350,522,3,115,1,37,50,49,1,0,0,0,5078,83,4995,5078,2191,2887,4350,42,063,961102
42,961200,0000001300874,00002569,1232,1232,0,1232,1155,77,2569,2569,0,0,2569,2543,2435,46,2,49,0,11,26,25,1,0,0,0,2569,30,2539,2569,1246,1323,2435,42,063,961200
42,961300,0000127952342,00004389,1833,1833,0,1833,1677,156,4389,4389,0,0,4389,4376,4351,14,5,5,0,1,13,13,0,0,0,0,4389,6,4383,4389,2140,2249,4351,42,063,961300
42,961400,0000159327845,00003415,1411,1411,0,1411,1284,127,3415,3415,0,0,3415,3399,3390,3,6,0,0,0,16,16,0,0,0,0,3415,9,3406,3415,1715,1700,3390,42,063,961400
42,961500,0000189365856,00004256,1768,1768,0,1768,1598,170,4256,4256,0,0,4256,4245,4231,4,2,6,0,2,11,11,0,0,0,0,4256,16,4240,4256,2176,2080,4231,42,063,961500
42,961600,0000104576930,00004876,2132,2132,0,2132,2024,108,4876,4876,0,0,4876,4865,4825,25,5,6,0,4,11,11,0,0,0,0,4876,22,4854,4876,2417,2459,4825,42,063,961600
42,961700,0000001448000,00001844,869,869,0,869,805,64,1844,1844,0,0,1844,1838,1833,4,0,1,0,0,6,6,0,0,0,0,1844,6,1838,1844,858,986,1833,42,063,961700
42,961800,0000090223560,00001744,805,805,0,805,741,64,1744,1744,0,0,1744,1736,1724,8,3,1,0,0,8,8,0,0,0,0,1744,0,1744,1744,845,899,1724,42,063,961800
42,961900,0000159184690,00004709,2008,2008,0,2008,1879,129,4709,4709,0,0,4709,4687,4672,3,2,6,0,4,22,21,1,0,0,0,4709,18,4691,4709,2326,2383,4672,42,063,961900
42,962000,0000061428107,00003746,1632,1632,0,1632,1495,137,3746,3746,0,0,3746,3732,3665,59,3,1,0,4,14,14,0,0,0,0,3746,17,3729,3746,1834,1912,3665,42,063,962000
42,962100,0000003605242,00003607,1830,1830,0,1830,1631,199,3607,3607,0,0,3607,3586,3451,108,4,21,0,2,21,19,2,0,0,0,3607,2,3605,3607,1697,1910,3451,42,063,962100
42,962200,0000069734039,00002738,1174,1174,0,1174,1080,94,2738,2738,0,0,2738,2723,2714,1,3,2,1,2,15,15,0,0,0,0,2738,9,2729,2738,1366,1372,2714,42,063,962200
42,950100,0000003006792,00002182,994,994,0,994,911,83,2182,2182,0,0,2182,2180,2175,0,1,4,0,0,2,2,0,0,0,0,2182,2,2180,2182,1037,1145,2175,42,065,950100
42,950200,0000299358068,00003158,2537,2537,0,2537,1249,1288,3158,3158,0,0,3158,3137,3119,6,6,4,0,2,21,21,0,0,0,0,3158,19,3139,3158,1605,1553,3119,42,065,950200
42,950300,0000378968473,00005493,2869,2869,0,2869,2157,712,5493,5493,0,0,5493,5465,5437,6,13,8,1,0,28,27,0,1,0,0,5493,19,5474,5493,2783,2710,5437,42,065,950300
42,950400,0000004342029,00002059,1003,1003,0,1003,944,59,2059,2059,0,0,2059,2048,2005,10,3,26,0,4,11,11,0,0,0,0,2059,13,2046,2059,954,1105,2005,42,065,950400
42,950500,0000004004534,00002171,973,973,0,973,905,68,2171,2171,0,0,2171,2161,2155,1,1,4,0,0,10,10,0,0,0,0,2171,7,2164,2171,975,1196,2155,42,065,950500
42,950600,0000295037410,00005826,2522,2522,0,2522,2179,343,5826,5826,0,0,5826,5791,5765,5,3,10,0,8,35,35,0,0,0,0,5826,9,5817,5826,2910,2916,5765,42,065,950600
42,950700,0000003744996,00002710,1233,1233,0,1233,1117,116,2710,2710,0,0,2710,2696,2679,4,10,3,0,0,14,11,3,0,0,0,2710,15,2695,2710,1301,1409,2679,42,065,950700
42,950800,0000121879027,00003837,1718,1718,0,1718,1544,174,3837,3837,0,0,3837,3833,3816,5,6,5,0,1,4,4,0,0,0,0,3837,18,3819,3837,1914,1923,3816,42,065,950800
42,950900,0000307157183,00004244,1883,1883,0,1883,1640,243,4244,4244,0,0,4244,4229,4199,4,11,8,0,7,15,11,4,0,0,0,4244,15,4229,4244,2188,2056,4199,42,065,950900
42,951000,0000182634676,00004152,1700,1700,0,1700,1483,217,4152,4152,0,0,4152,4133,4109,3,9,1,4,7,19,19,0,0,0,0,4152,14,4138,4152,2089,2063,4109,42,065,951000
42,951100,0000088705933,00003829,1630,1630,0,1630,1498,132,3829,3829,0,0,3829,3815,3803,1,2,7,0,2,14,14,0,0,0,0,3829,10,3819,3829,1905,1924,3803,42,065,951100
42,951200,0000004067636,00003365,1611,1611,0,1611,1469,142,3365,3365,0,0,3365,3335,3304,11,6,14,0,0,30,30,0,0,0,0,3365,32,3333,3365,1516,1849,3304,42,065,951200
42,951300,0000004777836,00002906,1431,1431,0,1431,1279,152,2906,2906,0,0,2906,2902,2891,3,4,3,0,1,4,4,0,0,0,0,2906,15,2891,2906,1288,1618,2891,42,065,951300
42,970100,0000186451448,00006657,2865,2865,0,2865,2562,303,6657,6657,0,0,6657,6639,6536,19,4,22,37,21,18,17,0,0,1,0,6657,112,6545,6657,3248,3409,6536,42,067,970100
42,970200,0000531125252,00007540,3724,3724,0,3724,2889,835,7540,7540,0,0,7540,7477,7303,39,22,25,2,86,63,58,4,1,0,0,7540,225,7315,7540,3791,3749,7303,42,067,970200
42,970300,0000152147138,00004773,2010,2010,0,2010,1824,186,4773,4773,0,0,4773,4762,4731,13,4,8,0,6,11,11,0,0,0,0,4773,20,4753,4773,2369,2404,4731,42,067,970300
42,970400,0000144496918,00003851,1432,1432,0,1432,1309,123,3851,3851,0,0,3851,3826,3806,14,2,2,0,2,25,22,2,1,0,0,3851,12,3839,3851,1945,1906,3806,42,067,970400
42,100200,0000000932713,00002597,1536,1536,0,1536,1231,305,2597,2597,0,0,2597,2535,2017,324,3,149,4,38,62,57,3,2,0,0,2597,137,2460,2597,1320,1277,2017,42,069,100200
42,100300,0000000712280,00003962,1052,1052,0,1052,849,203,3962,3962,0,0,3962,3917,3594,146,3,106,0,68,45,43,2,0,0,0,3962,145,3817,3962,1663,2299,3594,42,069,100300
