STATE,TRACT,AREALAND,POP100,H001001,H002001,H002005,H003001,H003002,H003003,P001001,P002001,P002002,P002005,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P003009,P003010,P003026,P003047,P003063,P003070,P004001,P004002,P004003,P012001,P012002,P012026,P012A001,state,county,tract
42,013100,0000021688737,00005270,2030,2030,0,2030,1994,36,5270,5270,0,0,5270,5244,5201,10,4,18,7,4,26,26,0,0,0,0,5270,18,5252,5270,2583,2687,5201,42,011,013100
42,013200,0000002064980,00003940,1885,1885,0,1885,1805,80,3940,3940,0,0,3940,3922,3894,8,1,14,0,5,18,18,0,0,0,0,3940,29,3911,3940,1893,2047,3894,42,011,013200
42,013300,0000079024524,00008521,3313,3313,0,3313,3161,152,8521,8521,0,0,8521,8472,8372,37,8,29,0,26,49,47,2,0,0,0,8521,72,8449,8521,4334,4187,8372,42,011,013300
42,013401,0000080225994,00007541,2789,2789,0,2789,2708,81,7541,7541,0,0,7541,7483,7429,15,3,21,0,15,58,56,2,0,0,0,7541,88,7453,7541,3804,3737,7429,42,011,013401
42,013402,0000066239395,00003126,1175,1175,0,1175,1127,48,3126,3126,0,0,3126,3123,3103,9,4,5,0,2,3,3,0,0,0,0,3126,9,3117,3126,1592,1534,3103,42,011,013402
42,013500,0000056563864,00007770,2912,2912,0,2912,2792,120,7770,7770,0,0,7770,7717,7502,59,7,89,0,60,53,53,0,0,0,0,7770,190,7580,7770,3903,3867,7502,42,011,013500
42,013600,0000002696195,00004018,1623,1623,0,1623,1584,39,4018,4018,0,0,4018,3996,3930,11,0,16,0,39,22,22,0,0,0,0,4018,69,3949,4018,1946,2072,3930,42,011,013600
42,013700,0000109818226,00008141,3139,3139,0,3139,2993,146,8141,8141,0,0,8141,8107,7895,77,10,25,2,98,34,31,3,0,0,0,8141,207,7934,8141,4120,4021,7895,42,011,013700
42,013800,0000004816585,00004114,1932,1932,0,1932,1824,108,4114,4114,0,0,4114,4080,4028,14,5,13,0,20,34,30,4,0,0,0,4114,34,4080,4114,1935,2179,4028,42,011,013800
42,013900,0000243596420,00007613,3037,3037,0,3037,2783,254,7613,7613,0,0,7613,7564,7493,29,9,15,0,18,49,48,1,0,0,0,7613,63,7550,7613,3878,3735,7493,42,011,013900
42,014000,0000004112111,00005067,1940,1940,0,1940,1874,66,5067,5067,0,0,5067,5042,4915,50,5,45,0,27,25,23,2,0,0,0,5067,49,5018,5067,2420,2647,4915,42,011,014000
42,014100,0000068969706,00006486,1600,1600,0,1600,1551,49,6486,6486,0,0,6486,6433,6238,124,5,37,8,21,53,50,3,0,0,0,6486,93,6393,6486,2932,3554,6238,42,011,014100
42,014200,0000060789564,00007556,2939,2939,0,2939,2834,105,7556,7556,0,0,7556,7534,7475,19,9,18,0,13,22,21,1,0,0,0,7556,70,7486,7556,3674,3882,7475,42,011,014200
42,010101,0000187170042,00004162,1719,1719,0,1719,1613,106,4162,4162,0,0,4162,4146,4132,6,1,7,0,0,16,15,1,0,0,0,4162,10,4152,4162,2039,2123,4132,42,013,010101
42,010102,0000002573137,00002862,1403,1403,0,1403,1286,117,2862,2862,0,0,2862,2846,2820,14,3,3,0,6,16,15,1,0,0,0,2862,22,2840,2862,1255,1607,2820,42,013,010102
42,010103,0000002566107,00002632,1152,1152,0,1152,1083,69,2632,2632,0,0,2632,2623,2611,4,3,3,0,2,9,9,0,0,0,0,2632,8,2624,2632,1251,1381,2611,42,013,010103
42,010401,0000001197085,00002016,822,822,0,822,776,46,2016,2016,0,0,2016,2003,1992,2,1,4,0,4,13,9,4,0,0,0,2016,18,1998,2016,954,1062,1992,42,013,010401
42,010402,0000157395151,00006328,2661,2661,0,2661,2530,131,6328,6328,0,0,6328,6299,6265,6,11,11,1,5,29,25,4,0,0,0,6328,18,6310,6328,3135,3193,6265,42,013,010402
42,010500,0000076263649,00004046,1637,1637,0,1637,1579,58,4046,4046,0,0,4046,4021,3995,18,4,3,0,1,25,21,4,0,0,0,4046,12,4034,4046,1979,2067,3995,42,013,010500
42,010600,0000016207452,00002524,1017,1017,0,1017,967,50,2524,2524,0,0,2524,2514,2473,20,1,20,0,0,10,10,0,0,0,0,2524,10,2514,2524,1238,1286,2473,42,013,010600
42,010700,0000066463192,00006383,2762,2762,0,2762,2586,176,6383,6383,0,0,6383,6365,6291,32,3,29,2,8,18,17,1,0,0,0,6383,29,6354,6383,3092,3291,6291,42,013,010700
42,010800,0000165405536,00003740,1508,1508,0,1508,1426,82,3740,3740,0,0,3740,3718,3676,32,4,5,0,1,22,22,0,0,0,0,3740,14,3726,3740,1849,1891,3676,42,013,010800
42,010900,0000126063150,00007694,3036,3036,0,3036,2887,149,7694,7694,0,0,7694,7649,7467,32,3,141,0,6,45,44,1,0,0,0,7694,43,7651,7694,3781,3913,7467,42,013,010900
42,011001,0000126358370,00003944,1703,1703,0,1703,1555,148,3944,3944,0,0,3944,3932,3911,5,0,13,0,3,12,12,0,0,0,0,3944,6,3938,3944,1962,1982,3911,42,013,011001
42,011002,0000019471874,00004254,1659,1659,0,1659,1575,84,4254,4254,0,0,4254,4238,4180,41,0,14,3,0,16,16,0,0,0,0,4254,7,4247,4254,2163,2091,4180,42,013,011002
42,011100,0000036857866,00006070,2572,2572,0,2572,2462,110,6070,6070,0,0,6070,6041,5993,18,2,21,0,7,29,24,1,0,0,4,6070,29,6041,6070,2930,3140,5993,42,013,011100
42,011200,0000006149209,00005368,2392,2392,0,2392,2224,168,5368,5368,0,0,5368,5341,5271,44,9,14,0,3,27,27,0,0,0,0,5368,26,5342,5368,2519,2849,5271,42,013,011200
42,011300,0000146333267,00005774,2319,2319,0,2319,2230,89,5774,5774,0,0,5774,5753,5740,8,2,2,0,1,21,21,0,0,0,0,5774,17,5757,5774,2729,3045,5740,42,013,011300
42,011400,0000002073371,00002418,1087,1087,0,1087,1019,68,2418,2418,0,0,2418,2412,2392,4,1,9,5,1,6,6,0,0,0,0,2418,1,2417,2418,1158,1260,2392,42,013,011400
42,011500,0000104907854,00005500,2233,2233,0,2233,2111,122,5500,5500,0,0,5500,5470,5440,12,7,7,0,4,30,30,0,0,0,0,5500,11,5489,5500,2787,2713,5440,42,013,011500
42,011600,0000093019218,00003904,1697,1697,0,1697,1549,148,3904,3904,0,0,3904,3880,3863,6,3,1,0,7,24,24,0,0,0,0,3904,14,3890,3904,1866,2038,3863,42,013,011600
42,100200,0000002804043,00002341,1053,1053,0,1053,1028,25,2341,2341,0,0,2341,2330,2317,3,1,4,0,5,11,9,2,0,0,0,2341,8,2333,2341,1100,1241,2317,42,013,100200
42,100300,0000001208717,00003317,1506,1506,0,1506,1380,126,3317,3317,0,0,3317,3285,3188,91,0,5,1,0,32,28,3,0,1,0,3317,6,3311,3317,1554,1763,3188,42,013,100300
42,100400,0000000985402,00001831,746,746,0,746,683,63,1831,1831,0,0,1831,1804,1650,147,5,0,0,2,27,26,1,0,0,0,1831,13,1818,1831,879,952,1650,42,013,100400
42,100500,0000001111521,00003665,1522,1522,0,1522,1391,131,3665,3665,0,0,3665,3601,3383,182,5,11,2,18,64,62,2,0,0,0,3665,31,3634,3665,1744,1921,3383,42,013,100500
42,100600,0000001005860,00002936,1207,1207,0,1207,1160,47,2936,2936,0,0,2936,2916,2851,52,5,1,0,7,20,15,5,0,0,0,2936,17,2919,2936,1397,1539,2851,42,013,100600
42,100700,0000001392314,00002630,1043,1043,0,1043,924,119,2630,2630,0,0,2630,2574,2447,101,6,9,0,11,56,53,3,0,0,0,2630,32,2598,2630,1179,1451,2447,42,013,100700
42,100800,0000000989892,00002392,647,647,0,647,622,25,2392,2392,0,0,2392,2377,2238,87,1,35,0,16,15,14,0,1,0,0,2392,37,2355,2392,1140,1252,2238,42,013,100800
42,100900,0000002429441,00004596,1934,1934,0,1934,1790,144,4596,4596,0,0,4596,4565,4512,36,3,7,0,7,31,31,0,0,0,0,4596,34,4562,4596,2304,2292,4512,42,013,100900
42,101100,0000000982764,00001671,739,739,0,739,703,36,1671,1671,0,0,1671,1660,1617,36,1,5,0,1,11,11,0,0,0,0,1671,5,1666,1671,775,896,1617,42,013,101100
42,101200,0000003260604,00003917,1854,1854,0,1854,1777,77,3917,3917,0,0,3917,3908,3838,41,0,19,0,10,9,9,0,0,0,0,3917,24,3893,3917,1788,2129,3838,42,013,101200
42,101400,0000001450604,00004055,1801,1801,0,1801,1647,154,4055,4055,0,0,4055,4013,3872,101,8,14,4,14,42,36,6,0,0,0,4055,51,4004,4055,1946,2109,3872,42,013,101400
42,101500,0000002745678,00003731,1597,1597,0,1597,1532,65,3731,3731,0,0,3731,3721,3694,11,0,15,0,1,10,10,0,0,0,0,3731,11,3720,3731,1716,2015,3694,42,013,101500
42,101600,0000001182330,00003562,1665,1665,0,1665,1490,175,3562,3562,0,0,3562,3534,3409,111,5,8,1,0,28,26,2,0,0,0,3562,32,3530,3562,1668,1894,3409,42,013,101600
42,101700,0000001204284,00004019,1787,1787,0,1787,1638,149,4019,4019,0,0,4019,3985,3881,76,3,14,0,11,34,31,3,0,0,0,4019,37,3982,4019,1918,2101,3881,42,013,101700
42,101800,0000002011237,00003123,1291,1291,0,1291,1207,84,3123,3123,0,0,3123,3113,3080,15,3,8,0,7,10,10,0,0,0,0,3123,5,3118,3123,1404,1719,3080,42,013,101800
42,101900,0000000581453,00001739,1290,1290,0,1290,1088,202,1739,1739,0,0,1739,1728,1570,141,5,1,0,11,11,11,0,0,0,0,1739,24,1715,1739,718,1021,1570,42,013,101900
42,980100,0000366114833,00004187,1997,1997,0,1997,1521,476,4187,4187,0,0,4187,4162,4121,14,12,8,0,7,25,24,1,0,0,0,4187,38,4149,4187,2103,2084,4121,42,015,980100
42,980200,0000332529168,00005177,2256,2256,0,2256,1959,297,5177,5177,0,0,5177,5134,5087,10,26,7,2,2,43,42,1,0,0,0,5177,18,5159,5177,2619,2558,5087,42,015,980200
42,980300,0000005251653,00005813,2722,2722,0,2722,2529,193,5813,5813,0,0,5813,5762,5634,36,10,73,0,9,51,48,3,0,0,0,5813,41,5772,5813,2683,3130,5634,42,015,980300
42,980400,0000004571264,00003415,1500,1500,0,1500,1427,73,3415,3415,0,0,3415,3395,3341,31,5,10,0,8,20,19,1,0,0,0,3415,34,3381,3415,1512,1903,3341,42,015,980400
42,980500,0000115650782,00006045,2620,2620,0,2620,2412,208,6045,6045,0,0,6045,6007,5860,25,17,89,0,16,38,36,2,0,0,0,6045,35,6010,6045,2897,3148,5860,42,015,980500
42,980600,0000259668787,00004521,2051,2051,0,2051,1705,346,4521,4521,0,0,4521,4499,4463,18,9,5,0,4,22,22,0,0,0,0,4521,25,4496,4521,2256,2265,4463,42,015,980600
42,980700,0000252472718,00004681,2033,2033,0,2033,1798,235,4681,4681,0,0,4681,4669,4623,8,8,14,1,15,12,12,0,0,0,0,4681,21,4660,4681,2172,2509,4623,42,015,980700
42,980800,0000265344884,00004045,1779,1779,0,1779,1503,276,4045,4045,0,0,4045,4023,3980,22,14,4,0,3,22,19,3,0,0,0,4045,22,4023,4045,2004,2041,3980,42,015,980800
42,980900,0000227852594,00005514,2465,2465,0,2465,2171,294,5514,5514,0,0,5514,5480,5403,11,28,22,0,16,34,28,5,1,0,0,5514,41,5473,5514,2727,2787,5403,42,015,980900
42,981000,0000002928739,00003024,1459,1459,0,1459,1279,180,3024,3024,0,0,3024,2991,2914,26,11,36,0,4,33,33,0,0,0,0,3024,36,2988,3024,1449,1575,2914,42,015,981000
42,981100,0000150653969,00002977,1326,1326,0,1326,1160,166,2977,2977,0,0,2977,2942,2918,5,10,4,0,5,35,31,4,0,0,0,2977,24,2953,2977,1432,1545,2918,42,015,981100
42,981200,0000379426229,00005137,2709,2709,0,2709,1989,720,5137,5137,0,0,5137,5091,5026,9,30,7,1,18,46,46,0,0,0,0,5137,32,5105,5137,2633,2504,5026,42,015,981200
42,981300,0000517507963,00004148,1990,1990,0,1990,1401,589,4148,4148,0,0,4148,4122,4093,12,9,3,0,5,26,26,0,0,0,0,4148,14,4134,4148,2113,2035,4093,42,015,981300
42,981400,0000100236580,00004077,1757,1757,0,1757,1599,158,4077,4077,0,0,4077,4048,4008,24,4,3,0,9,29,29,0,0,0,0,4077,17,4060,4077,1993,2084,4008,42,015,981400
42,100102,0000007415247,00002771,1391,1391,0,1391,1345,46,2771,2771,0,0,2771,2736,2453,96,6,160,2,19,35,29,6,0,0,0,2771,54,2717,2771,1406,1365,2453,42,017,100102
42,100103,0000001721885,00002420,1085,1085,0,1085,1035,50,2420,2420,0,0,2420,2386,2119,203,11,19,1,33,34,29,5,0,0,0,2420,96,2324,2420,1228,1192,2119,42,017,100103
42,100104,0000002008699,00004475,1810,1810,0,1810,1785,25,4475,4475,0,0,4475,4329,2928,412,19,905,4,61,146,145,1,0,0,0,4475,213,4262,4475,2131,2344,2928,42,017,100104
42,100105,0000002647110,00003406,1239,1239,0,1239,1193,46,3406,3406,0,0,3406,3392,3297,47,4,37,1,6,14,13,1,0,0,0,3406,52,3354,3406,1672,1734,3297,42,017,100105
42,100201,0000006647276,00004322,1707,1707,0,1707,1625,82,4322,4322,0,0,4322,4276,3378,777,11,78,1,31,46,44,2,0,0,0,4322,75,4247,4322,2139,2183,3378,42,017,100201
42,100206,0000004708235,00004447,1818,1818,0,1818,1780,38,4447,4447,0,0,4447,4373,3844,202,3,297,3,24,74,68,5,0,1,0,4447,114,4333,4447,2157,2290,3844,42,017,100206
42,100207,0000005266832,00003842,1507,1507,0,1507,1468,39,3842,3842,0,0,3842,3771,3166,298,7,244,0,56,71,71,0,0,0,0,3842,136,3706,3842,1862,1980,3166,42,017,100207
42,100208,0000004100529,00006441,2648,2648,0,2648,2528,120,6441,6441,0,0,6441,6250,4573,648,12,444,12,561,191,181,7,2,0,1,6441,1159,5282,6441,3485,2956,4573,42,017,100208
42,100209,0000004815122,00007958,3463,3463,0,3463,3255,208,7958,7958,0,0,7958,7802,6205,706,25,795,1,70,156,143,13,0,0,0,7958,261,7697,7958,3966,3992,6205,42,017,100209
42,100210,0000006665663,00007418,2563,2563,0,2563,2507,56,7418,7418,0,0,7418,7330,6648,266,7,377,0,32,88,86,1,0,1,0,7418,128,7290,7418,3684,3734,6648,42,017,100210
42,100211,0000003040342,00006538,2867,2867,0,2867,2685,182,6538,6538,0,0,6538,6451,5826,255,12,302,1,55,87,87,0,0,0,0,6538,136,6402,6538,3138,3400,5826,42,017,100211
42,100212,0000002674278,00004396,1437,1437,0,1437,1421,16,4396,4396,0,0,4396,4371,4006,137,9,202,4,13,25,25,0,0,0,0,4396,81,4315,4396,2200,2196,4006,42,017,100212
42,100302,0000007070724,00005118,1901,1901,0,1901,1811,90,5118,5118,0,0,5118,5085,4954,37,24,26,1,43,33,32,1,0,0,0,5118,112,5006,5118,2641,2477,4954,42,017,100302
42,100303,0000006252527,00005215,1870,1870,0,1870,1794,76,5215,5215,0,0,5215,5073,3242,1581,9,55,0,186,142,131,10,1,0,0,5215,419,4796,5215,2473,2742,3242,42,017,100303
42,100304,0000004093724,00002431,1094,1094,0,1094,1059,35,2431,2431,0,0,2431,2382,1822,422,2,59,3,74,49,43,1,5,0,0,2431,168,2263,2431,1317,1114,1822,42,017,100304
42,100306,0000001669606,00003614,1282,1282,0,1282,1265,17,3614,3614,0,0,3614,3526,2536,340,12,532,1,105,88,88,0,0,0,0,3614,208,3406,3614,1822,1792,2536,42,017,100306
42,100307,0000002437366,00005025,2032,2032,0,2032,1981,51,5025,5025,0,0,5025,4953,4513,253,9,103,0,75,72,67,5,0,0,0,5025,261,4764,5025,2519,2506,4513,42,017,100307
42,100401,0000003234478,00006599,2411,2411,0,2411,2305,106,6599,6599,0,0,6599,6479,5861,371,18,112,1,116,120,112,8,0,0,0,6599,253,6346,6599,3205,3394,5861,42,017,100401
42,100402,0000003389531,00006575,2382,2382,0,2382,2345,37,6575,6575,0,0,6575,6500,6173,212,8,44,3,60,75,73,2,0,0,0,6575,194,6381,6575,3234,3341,6173,42,017,100402
42,100403,0000004183821,00002227,828,828,0,828,803,25,2227,2227,0,0,2227,2208,1233,944,2,4,0,25,19,15,4,0,0,0,2227,47,2180,2227,1045,1182,1233,42,017,100403
42,100404,0000002963648,00006307,2394,2394,0,2394,2234,160,6307,6307,0,0,6307,6220,5834,237,6,47,11,85,87,80,7,0,0,0,6307,178,6129,6307,3079,3228,5834,42,017,100404
42,100406,0000002804316,00004004,1487,1487,0,1487,1369,118,4004,4004,0,0,4004,3954,3574,182,5,159,0,34,50,39,11,0,0,0,4004,124,3880,4004,1930,2074,3574,42,017,100406
42,100407,0000000661410,00001387,483,483,0,483,476,7,1387,1387,0,0,1387,1378,1339,21,0,5,0,13,9,9,0,0,0,0,1387,23,1364,1387,685,702,1339,42,017,100407
42,100408,0000003048080,00007019,2322,2322,0,2322,2291,31,7019,7019,0,0,7019,6937,6737,90,20,42,1,47,82,81,1,0,0,0,7019,152,6867,7019,3479,3540,6737,42,017,100408
42,100500,0000001479402,00002631,1123,1123,0,1123,1087,36,2631,2631,0,0,2631,2594,2503,28,6,6,0,51,37,37,0,0,0,0,2631,115,2516,2631,1306,1325,2503,42,017,100500
42,100600,0000000886440,00003949,1892,1892,0,1892,1775,117,3949,3949,0,0,3949,3850,3371,284,4,17,2,172,99,94,5,0,0,0,3949,467,3482,3949,1849,2100,3371,42,017,100600
42,100700,0000001905796,00003343,1192,1192,0,1192,1142,50,3343,3343,0,0,3343,3209,2408,560,5,11,1,224,134,130,4,0,0,0,3343,562,2781,3343,1563,1780,2408,42,017,100700
42,100803,0000003092786,00004865,1735,1735,0,1735,1712,23,4865,4865,0,0,4865,4806,4589,79,15,87,0,36,59,58,1,0,0,0,4865,90,4775,4865,2417,2448,4589,42,017,100803
42,100804,0000002574884,00003773,1189,1189,0,1189,1174,15,3773,3773,0,0,3773,3746,3631,54,4,39,0,18,27,26,1,0,0,0,3773,46,3727,3773,1882,1891,3631,42,017,100804
42,100805,0000003875864,00006281,2185,2185,0,2185,2158,27,6281,6281,0,0,6281,6238,6059,71,12,68,0,28,43,43,0,0,0,0,6281,83,6198,6281,3038,3243,6059,42,017,100805
42,100807,0000008716835,00003169,1152,1152,0,1152,1055,97,3169,3169,0,0,3169,3150,3002,44,3,80,1,20,19,19,0,0,0,0,3169,36,3133,3169,1387,1782,3002,42,017,100807
42,100808,0000009315838,00005342,1878,1878,0,1878,1857,21,5342,5342,0,0,5342,5314,5125,38,2,129,0,20,28,27,1,0,0,0,5342,61,5281,5342,2546,2796,5125,42,017,100808
42,100809,0000007876689,00004944,1438,1438,0,1438,1431,7,4944,4944,0,0,4944,4900,4634,82,0,173,1,10,44,42,2,0,0,0,4944,64,4880,4944,2488,2456,4634,42,017,100809
42,100810,0000002601154,00003473,1349,1349,0,1349,1290,59,3473,3473,0,0,3473,3453,3245,88,8,101,0,11,20,20,0,0,0,0,3473,47,3426,3473,1672,1801,3245,42,017,100810
42,100811,0000001924485,00004461,2053,2053,0,2053,1976,77,4461,4461,0,0,4461,4364,3662,361,15,258,0,68,97,94,3,0,0,0,4461,205,4256,4461,2146,2315,3662,42,017,100811
42,100900,0000009523870,00007833,2734,2734,0,2734,2668,66,7833,7833,0,0,7833,7759,7485,110,6,126,0,32,74,64,10,0,0,0,7833,125,7708,7833,3922,3911,7485,42,017,100900
42,101000,0000000997216,00000893,356,356,0,356,339,17,893,893,0,0,893,887,870,3,4,9,0,1,6,6,0,0,0,0,893,4,889,893,445,448,870,42,017,101000
42,101100,0000001131052,00002420,927,927,0,927,900,27,2420,2420,0,0,2420,2398,2226,73,3,79,2,15,22,20,0,2,0,0,2420,47,2373,2420,1149,1271,2226,42,017,101100
42,101200,0000001539348,00000927,336,336,0,336,330,6,927,927,0,0,927,922,874,30,1,13,0,4,5,5,0,0,0,0,927,10,917,927,451,476,874,42,017,101200
42,101300,0000001277471,00001981,649,649,0,649,552,97,1981,1981,0,0,1981,1963,1615,301,3,29,0,15,18,17,0,1,0,0,1981,52,1929,1981,1070,911,1615,42,017,101300
42,101401,0000005925469,00003987,1513,1513,0,1513,1498,15,3987,3987,0,0,3987,3952,3880,10,6,44,0,12,35,35,0,0,0,0,3987,40,3947,3987,1963,2024,3880,42,017,101401
42,101403,0000004718493,00006315,2288,2288,0,2288,2227,61,6315,6315,0,0,6315,6287,6170,35,2,56,0,24,28,25,3,0,0,0,6315,46,6269,6315,3097,3218,6170,42,017,101403
42,101404,0000003202132,00002449,882,882,0,882,849,33,2449,2449,0,0,2449,2437,2362,23,1,34,0,17,12,12,0,0,0,0,2449,37,2412,2449,1175,1274,2362,42,017,101404
42,101405,0000003442339,00006525,2650,2650,0,2650,2578,72,6525,6525,0,0,6525,6460,6159,139,3,130,2,27,65,61,4,0,0,0,6525,149,6376,6525,3274,3251,6159,42,017,101405
42,101503,0000005162672,00003964,1559,1559,0,1559,1546,13,3964,3964,0,0,3964,3938,3818,28,3,83,0,6,26,17,9,0,0,0,3964,41,3923,3964,1920,2044,3818,42,017,101503
42,101504,0000002553347,00002977,1313,1313,0,1313,1279,34,2977,2977,0,0,2977,2965,2905,14,0,43,1,2,12,8,4,0,0,0,2977,15,2962,2977,1301,1676,2905,42,017,101504
42,101505,0000004739865,00003411,1166,1166,0,1166,1158,8,3411,3411,0,0,3411,3378,3286,31,1,54,0,6,33,33,0,0,0,0,3411,21,3390,3411,1697,1714,3286,42,017,101505
42,101506,0000004666675,00005412,2085,2085,0,2085,2048,37,5412,5412,0,0,5412,5391,5261,49,6,57,2,16,21,21,0,0,0,0,5412,50,5362,5412,2673,2739,5261,42,017,101506
42,101603,0000002011111,00003075,1222,1222,0,1222,1186,36,3075,3075,0,0,3075,3037,2927,28,0,39,3,40,38,32,6,0,0,0,3075,80,2995,3075,1515,1560,2927,42,017,101603
42,101605,0000002133113,00004196,1649,1649,0,1649,1525,124,4196,4196,0,0,4196,4005,2744,548,18,166,1,528,191,183,7,1,0,0,4196,1007,3189,4196,2063,2133,2744,42,017,101605
42,101607,0000002663614,00003160,1391,1391,0,1391,1352,39,3160,3160,0,0,3160,3140,3062,31,2,33,0,12,20,19,1,0,0,0,3160,37,3123,3160,1450,1710,3062,42,017,101607
42,101608,0000005420486,00004632,1564,1564,0,1564,1546,18,4632,4632,0,0,4632,4553,4161,216,4,130,4,38,79,68,11,0,0,0,4632,105,4527,4632,2320,2312,4161,42,017,101608
42,101609,0000004482068,00004753,1736,1736,0,1736,1721,15,4753,4753,0,0,4753,4734,4581,48,4,74,2,25,19,18,1,0,0,0,4753,61,4692,4753,2334,2419,4581,42,017,101609
42,101610,0000004782973,00004903,1790,1790,0,1790,1744,46,4903,4903,0,0,4903,4879,4687,83,2,77,5,25,24,21,3,0,0,0,4903,67,4836,4903,2400,2503,4687,42,017,101610
42,101611,0000005060424,00006664,2292,2292,0,2292,2276,16,6664,6664,0,0,6664,6622,6396,84,5,105,5,27,42,40,2,0,0,0,6664,97,6567,6664,3265,3399,6396,42,017,101611
42,101700,0000000796291,00000492,199,199,0,199,194,5,492,492,0,0,492,490,470,0,5,14,0,1,2,1,1,0,0,0,492,9,483,492,234,258,470,42,017,101700
42,101802,0000012969514,00004128,1394,1394,0,1394,1315,79,4128,4128,0,0,4128,4104,3891,54,1,134,6,18,24,21,3,0,0,0,4128,36,4092,4128,2109,2019,3891,42,017,101802
42,101803,0000014590723,00004941,1720,1720,0,1720,1686,34,4941,4941,0,0,4941,4910,4721,86,2,84,1,16,31,30,1,0,0,0,4941,61,4880,4941,2494,2447,4721,42,017,101803
42,101804,0000008101093,00008511,3200,3200,0,3200,3123,77,8511,8511,0,0,8511,8435,7941,199,9,221,6,59,76,69,3,4,0,0,8511,178,8333,8511,4196,4315,7941,42,017,101804
42,101900,0000004269566,00003900,1404,1404,0,1404,1382,22,3900,3900,0,0,3900,3870,3766,41,3,58,0,2,30,29,1,0,0,0,3900,45,3855,3900,1919,1981,3766,42,017,101900
42,102002,0000020276747,00002834,962,962,0,962,936,26,2834,2834,0,0,2834,2822,2718,50,8,37,0,9,12,11,1,0,0,0,2834,33,2801,2834,1396,1438,2718,42,017,102002
42,102003,0000012494456,00003782,1301,1301,0,1301,1284,17,3782,3782,0,0,3782,3753,3652,43,4,46,0,8,29,26,0,3,0,0,3782,53,3729,3782,1899,1883,3652,42,017,102003
42,102004,0000005307853,00004082,1706,1706,0,1706,1675,31,4082,4082,0,0,4082,4048,3928,51,1,39,0,29,34,34,0,0,0,0,4082,51,4031,4082,1926,2156,3928,42,017,102004
42,102102,0000027694985,00003130,1112,1112,0,1112,1092,20,3130,3130,0,0,3130,3108,3066,19,5,15,2,1,22,21,1,0,0,0,3130,18,3112,3130,1564,1566,3066,42,017,102102
42,102103,0000020441073,00003973,1345,1345,0,1345,1327,18,3973,3973,0,0,3973,3952,3891,32,1,28,0,0,21,17,4,0,0,0,3973,26,3947,3973,1958,2015,3891,42,017,102103
42,102104,0000021563288,00004999,1913,1913,0,1913,1856,57,4999,4999,0,0,4999,4922,4654,135,5,88,1,39,77,56,20,1,0,0,4999,133,4866,4999,2451,2548,4654,42,017,102104
42,102200,0000001167819,00001001,329,329,0,329,323,6,1001,1001,0,0,1001,998,991,2,1,1,0,3,3,3,0,0,0,0,1001,8,993,1001,528,473,991,42,017,102200
42,102300,0000033538435,00005199,1883,1883,0,1883,1828,55,5199,5199,0,0,5199,5149,5053,42,21,20,3,10,50,48,2,0,0,0,5199,65,5134,5199,2626,2573,5053,42,017,102300
42,102400,0000006707214,00008828,3378,3378,0,3378,3294,84,8828,8828,0,0,8828,8776,8631,52,14,47,0,32,52,46,6,0,0,0,8828,120,8708,8828,4385,4443,8631,42,017,102400
42,102500,0000003004705,00004564,1827,1827,0,1827,1770,57,4564,4564,0,0,4564,4514,4441,26,7,16,2,22,50,47,3,0,0,0,4564,91,4473,4564,2295,2269,4441,42,017,102500
42,102600,0000001372929,00002211,1015,1015,0,1015,988,27,2211,2211,0,0,2211,2199,2092,34,1,52,0,20,12,12,0,0,0,0,2211,72,2139,2211,957,1254,2092,42,017,102600
42,102700,0000042212928,00004233,1701,1701,0,1701,1636,65,4233,4233,0,0,4233,4213,4158,23,6,20,0,6,20,20,0,0,0,0,4233,25,4208,4233,2051,2182,4158,42,017,102700
42,102801,0000028270451,00003096,1093,1093,0,1093,1057,36,3096,3096,0,0,3096,3082,3018,21,2,25,1,15,14,12,2,0,0,0,3096,19,3077,3096,1602,1494,3018,42,017,102801
42,102802,0000044399425,00005714,2068,2068,0,2068,2016,52,5714,5714,0,0,5714,5685,5594,40,6,32,0,13,29,28,1,0,0,0,5714,71,5643,5714,2782,2932,5594,42,017,102802
42,102900,0000001108121,00001059,382,382,0,382,374,8,1059,1059,0,0,1059,1055,1037,6,0,7,0,5,4,4,0,0,0,0,1059,9,1050,1059,521,538,1037,42,017,102900
42,103001,0000020671385,00004694,1881,1881,0,1881,1819,62,4694,4694,0,0,4694,4636,4488,52,7,66,0,23,58,56,2,0,0,0,4694,68,4626,4694,2322,2372,4488,42,017,103001
42,103002,0000032323072,00005226,1996,1996,0,1996,1944,52,5226,5226,0,0,5226,5178,5070,40,4,49,0,15,48,47,1,0,0,0,5226,63,5163,5226,2584,2642,5070,42,017,103002
42,103101,0000001132052,00002478,987,987,0,987,949,38,2478,2478,0,0,2478,2459,2395,30,2,19,0,13,19,19,0,0,0,0,2478,38,2440,2478,1250,1228,2395,42,017,103101
42,103102,0000001544839,00002080,879,879,0,879,842,37,2080,2080,0,0,2080,2055,1939,27,4,27,4,54,25,24,1,0,0,0,2080,84,1996,2080,1044,1036,1939,42,017,103102
42,103103,0000002560511,00004373,1765,1765,0,1765,1630,135,4373,4373,0,0,4373,4322,4102,50,6,89,1,74,51,48,3,0,0,0,4373,135,4238,4373,2077,2296,4102,42,017,103103
